State,County,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Mammography screening,Flu vaccinations,High school completion,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone
State,County,Deaths,% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low birthweight,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,# Alcohol-Impaired Driving Deaths,# Chlamydia Cases,Teen Birth Rate,# Uninsured,# Primary Care Physicians,# Dentists,# Mental Health Providers,Preventable Hospitalization Rate,% With Annual Mammogram,% Vaccinated,# Completed High School,# Some College,# Unemployed,% Children in Poverty,80th Percentile Income,# Children in Single-Parent Households,# Associations,Annual Average Violent Crimes,# Injury Deaths,Average Daily PM2.5,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,# Workers who Drive Alone
Michigan,Antrim,326.0,17,4.2,5.2,6.0,21,34,8.4,25,46.0,6.0,51.0,18.0,1536.0,14.0,8.0,10.0,2904.0,41.0,48.0,16330,2592,994.0,20.0,101478.0,840.0,23,28.0,85.0,6.9,No,12,75.0,10175
Michigan,Arenac,278.0,21,4.9,5.7,8.0,24,37,7.6,29,43.0,6.0,28.0,23.0,1001.0,5.0,7.0,31.0,4178.0,50.0,41.0,10115,1651,675.0,21.0,83112.0,643.0,11,38.0,72.0,7.4,Yes,11,84.0,5928
Michigan,Baraga,148.0,21,4.8,5.6,6.0,24,41,7.5,29,18.0,5.0,31.0,19.0,498.0,8.0,6.0,13.0,1196.0,39.0,23.0,5572,900,370.0,16.0,95224.0,322.0,5,16.0,46.0,5.5,No,15,82.0,2953
Michigan,Barry,753.0,16,4.1,5.1,7.0,19,36,8.9,25,49.0,7.0,172.0,16.0,3186.0,21.0,17.0,76.0,3198.0,46.0,45.0,39999,8379,2317.0,9.0,114089.0,2358.0,59,99.0,215.0,8.9,No,11,84.0,28242
Michigan,Bay,1815.0,19,4.5,5.4,7.0,21,36,7.5,27,74.0,13.0,382.0,19.0,5631.0,40.0,68.0,284.0,5966.0,47.0,48.0,67766,16319,4564.0,16.0,96714.0,5640.0,98,348.0,419.0,7.1,No,11,85.0,45862
Michigan,Benzie,272.0,16,4.0,5.1,7.0,19,35,,24,41.0,4.0,31.0,19.0,1099.0,10.0,10.0,26.0,2193.0,51.0,54.0,12559,2460,817.0,13.0,104505.0,518.0,24,22.0,66.0,6.7,No,12,83.0,7906
Michigan,Berrien,2254.0,19,4.4,5.2,8.0,20,38,7.2,25,76.0,34.0,853.0,26.0,10145.0,121.0,90.0,386.0,3095.0,48.0,46.0,97546,23571,6289.0,22.0,107220.0,10628.0,199,653.0,544.0,9.2,Yes,14,81.0,69709
Michigan,Branch,699.0,20,4.7,5.5,7.0,23,38,7.5,30,54.0,8.0,112.0,28.0,2877.0,19.0,22.0,67.0,5443.0,43.0,46.0,26848,5259,1591.0,19.0,93298.0,2083.0,50,120.0,179.0,8.8,No,11,82.0,18025
Michigan,Calhoun,2362.0,19,4.5,5.3,9.0,21,38,6.9,29,67.0,42.0,944.0,27.0,7646.0,81.0,93.0,483.0,3986.0,48.0,50.0,82860,18347,5994.0,22.0,98625.0,9037.0,147,866.0,702.0,8.9,Yes,14,82.0,58308
Michigan,Cass,843.0,18,4.4,5.3,7.0,22,36,8.0,26,45.0,20.0,215.0,24.0,3207.0,10.0,18.0,51.0,3313.0,41.0,50.0,32682,6708,2143.0,16.0,114094.0,2488.0,49,103.0,200.0,9.1,Yes,11,83.0,23130
Michigan,Charlevoix,350.0,16,4.0,5.1,6.0,19,34,8.4,24,68.0,4.0,57.0,19.0,1597.0,21.0,36.0,55.0,2738.0,53.0,44.0,18190,3418,1244.0,13.0,108598.0,1006.0,37,42.0,101.0,7.0,No,10,78.0,12208
Michigan,Cheboygan,441.0,19,4.6,5.5,8.0,22,38,7.2,27,48.0,8.0,36.0,20.0,1626.0,14.0,11.0,29.0,3274.0,50.0,39.0,17634,2605,1498.0,22.0,87070.0,865.0,33,34.0,103.0,7.0,No,11,80.0,10213
Michigan,Chippewa,534.0,21,4.9,5.6,6.0,24,38,6.7,29,60.0,9.0,58.0,16.0,2568.0,24.0,23.0,143.0,4342.0,48.0,38.0,24090,5838,1437.0,18.0,92687.0,1564.0,31,111.0,138.0,9.8,Yes,12,77.0,15755
Michigan,Clare,666.0,22,5.2,6.0,7.0,26,42,7.0,30,56.0,7.0,73.0,31.0,2229.0,9.0,8.0,39.0,4935.0,45.0,33.0,19262,3235,1358.0,27.0,78229.0,1170.0,33,107.0,160.0,7.3,No,16,76.0,10756
Michigan,Clinton,728.0,15,3.8,4.9,6.0,18,35,8.0,24,61.0,13.0,249.0,9.0,3811.0,24.0,22.0,94.0,3597.0,51.0,49.0,51880,14571,2626.0,9.0,134189.0,2537.0,53,73.0,217.0,8.7,No,9,83.0,38600
Michigan,Crawford,244.0,19,4.6,5.5,9.0,22,37,7.5,26,69.0,4.0,38.0,24.0,802.0,11.0,5.0,22.0,3459.0,41.0,32.0,9516,1677,590.0,24.0,89580.0,566.0,10,37.0,85.0,6.9,No,12,84.0,5322
Michigan,Delta,593.0,18,4.5,5.4,7.0,21,37,7.5,26,84.0,3.0,112.0,20.0,2023.0,27.0,25.0,57.0,1301.0,53.0,38.0,24432,4878,1482.0,15.0,92297.0,1749.0,54,69.0,129.0,6.2,Yes,12,81.0,14561
Michigan,Dickinson,374.0,16,4.2,5.2,6.0,20,37,7.4,24,51.0,3.0,71.0,18.0,1224.0,22.0,28.0,96.0,1887.0,57.0,42.0,17675,3937,859.0,13.0,99100.0,1105.0,42,,125.0,5.8,No,13,84.0,11407
Michigan,Eaton,1395.0,16,3.9,4.9,7.0,18,37,7.7,25,61.0,19.0,420.0,14.0,5201.0,41.0,77.0,213.0,3973.0,49.0,46.0,73125,19940,4309.0,10.0,115180.0,4603.0,126,263.0,431.0,8.9,No,11,81.0,52806
Michigan,Emmet,439.0,15,4.0,5.1,7.0,18,33,7.7,21,69.0,7.0,67.0,12.0,2058.0,44.0,38.0,120.0,3185.0,56.0,52.0,22967,5245,1804.0,12.0,111413.0,1280.0,53,58.0,122.0,7.0,No,13,79.0,16145
Michigan,Genesee,7323.0,20,4.6,5.5,10.0,23,40,6.7,30,78.0,61.0,2916.0,25.0,21718.0,361.0,299.0,1271.0,4860.0,47.0,47.0,254564,63573,20074.0,24.0,100477.0,30521.0,374,2681.0,2149.0,7.9,Yes,16,82.0,167879
Michigan,Gladwin,519.0,21,5.0,5.8,8.0,24,39,7.1,29,28.0,8.0,62.0,21.0,1725.0,5.0,4.0,31.0,4147.0,48.0,41.0,16579,2467,961.0,28.0,83747.0,1025.0,17,56.0,113.0,7.5,No,15,82.0,8810
Michigan,Gogebic,259.0,20,4.7,5.5,7.0,23,39,7.4,27,77.0,2.0,30.0,19.0,836.0,11.0,7.0,28.0,3031.0,49.0,35.0,10676,1815,450.0,23.0,84608.0,657.0,18,16.0,59.0,5.7,No,10,81.0,6020
Michigan,Grand Traverse,1083.0,15,3.8,4.9,7.0,18,32,8.1,21,70.0,11.0,269.0,13.0,5245.0,123.0,96.0,446.0,3483.0,51.0,55.0,63892,17439,4105.0,10.0,118094.0,3484.0,97,205.0,331.0,7.0,No,13,77.0,46875
Michigan,Gratiot,605.0,20,4.6,5.3,7.0,22,41,6.4,28,63.0,2.0,128.0,17.0,1878.0,21.0,17.0,76.0,4220.0,49.0,37.0,25989,6228,1430.0,16.0,92345.0,2001.0,55,85.0,127.0,8.1,No,14,81.0,16287
Michigan,Hillsdale,718.0,20,4.7,5.6,6.0,24,41,7.9,29,51.0,5.0,94.0,21.0,2843.0,15.0,16.0,75.0,4542.0,39.0,44.0,28206,5762,1827.0,19.0,94039.0,1995.0,53,85.0,173.0,8.8,No,12,79.0,19140
Michigan,Houghton,433.0,18,4.5,5.3,6.0,21,36,7.4,26,71.0,2.0,62.0,10.0,2243.0,25.0,23.0,69.0,3048.0,48.0,26.0,19602,5074,1156.0,14.0,95660.0,999.0,43,57.0,123.0,5.8,No,17,71.0,14655
Michigan,Huron,511.0,19,4.5,5.5,7.0,22,38,7.4,27,44.0,6.0,47.0,15.0,1883.0,17.0,17.0,44.0,2762.0,51.0,43.0,20792,3536,1323.0,14.0,90477.0,1091.0,53,49.0,147.0,8.0,No,10,81.0,13273
Michigan,Ingham,3525.0,18,4.2,5.0,8.0,17,37,6.7,26,88.0,32.0,1799.0,13.0,17593.0,307.0,221.0,1228.0,4150.0,44.0,47.0,166134,56649,10954.0,15.0,110295.0,15898.0,402,1735.0,1198.0,9.0,No,18,74.0,140828
Michigan,Ionia,800.0,19,4.4,5.3,7.0,22,39,7.9,27,60.0,14.0,173.0,23.0,3465.0,17.0,27.0,93.0,4708.0,44.0,30.0,40086,10086,2414.0,11.0,101966.0,2945.0,59,154.0,220.0,8.7,No,13,84.0,29153
Michigan,Iosco,536.0,20,4.8,5.6,7.0,24,38,7.1,29,84.0,2.0,40.0,36.0,1546.0,11.0,16.0,51.0,3787.0,51.0,29.0,17384,2614,1063.0,24.0,77522.0,722.0,39,68.0,139.0,7.3,No,12,79.0,9097
Michigan,Iron,228.0,19,4.7,5.6,9.0,23,36,7.5,28,74.0,5.0,26.0,26.0,629.0,7.0,4.0,13.0,2223.0,53.0,34.0,7948,1042,404.0,23.0,83684.0,585.0,13,22.0,70.0,5.5,No,11,80.0,4241
Michigan,Isabella,746.0,20,4.9,5.6,8.0,22,41,7.4,29,68.0,18.0,306.0,8.0,5189.0,31.0,45.0,204.0,4269.0,45.0,44.0,36147,10322,2768.0,17.0,93651.0,3113.0,58,178.0,185.0,7.8,No,19,78.0,32668
Michigan,Jackson,2508.0,19,4.4,5.3,9.0,23,39,7.2,28,66.0,23.0,917.0,24.0,8320.0,70.0,108.0,489.0,4074.0,47.0,51.0,101282,23517,6668.0,17.0,102345.0,10997.0,141,751.0,522.0,8.9,Yes,13,84.0,68230
Michigan,Kalamazoo,3060.0,16,4.0,5.0,8.0,17,37,7.6,24,69.0,42.0,2304.0,18.0,14695.0,265.0,192.0,1170.0,3273.0,45.0,54.0,156494,51506,9488.0,14.0,120548.0,13932.0,274,1391.0,1042.0,8.5,No,13,81.0,129112
Michigan,Kalkaska,342.0,20,4.8,5.7,7.0,24,38,7.6,29,37.0,7.0,26.0,27.0,1329.0,5.0,7.0,13.0,2924.0,36.0,35.0,11300,2137,875.0,19.0,90379.0,691.0,12,64.0,81.0,6.8,No,14,81.0,7291
Michigan,Kent,6566.0,16,4.0,4.8,8.0,17,34,8.4,23,86.0,95.0,3597.0,19.0,41382.0,609.0,492.0,2662.0,3331.0,46.0,50.0,396138,133553,27091.0,13.0,121716.0,36716.0,811,2367.0,2181.0,8.8,No,13,79.0,329857
Michigan,Keweenaw,,15,4.0,5.0,,19,35,7.7,23,4.0,1.0,,,78.0,,0.0,1.0,3058.0,43.0,23.0,1660,204,79.0,17.0,101517.0,95.0,0,5.0,11.0,5.6,No,13,77.0,794
Michigan,Lake,275.0,24,5.4,6.0,10.0,26,39,7.2,33,76.0,3.0,32.0,36.0,734.0,1.0,10.0,8.0,2850.0,43.0,33.0,7599,935,429.0,33.0,71583.0,312.0,12,38.0,48.0,7.0,No,17,78.0,3855
Michigan,Lapeer,1286.0,18,4.3,5.2,7.0,21,38,8.3,27,51.0,12.0,174.0,12.0,5380.0,31.0,47.0,137.0,4219.0,42.0,44.0,57261,11803,5015.0,11.0,115861.0,2814.0,88,166.0,295.0,8.9,No,13,85.0,39112
Michigan,Leelanau,240.0,13,3.5,4.6,5.0,15,32,8.9,20,59.0,4.0,34.0,9.0,1315.0,8.0,9.0,12.0,4312.0,57.0,59.0,16139,2821,816.0,12.0,118408.0,515.0,32,17.0,79.0,6.8,No,12,77.0,9550
Michigan,Lenawee,1427.0,18,4.3,5.1,7.0,20,40,7.5,27,62.0,20.0,264.0,20.0,5492.0,22.0,48.0,250.0,3195.0,48.0,49.0,62345,13631,4105.0,12.0,103707.0,3650.0,123,187.0,351.0,8.0,Yes,12,84.0,43541
Michigan,Livingston,1944.0,13,3.6,4.7,6.0,16,32,8.8,20,77.0,24.0,347.0,5.0,7914.0,93.0,116.0,403.0,2825.0,46.0,54.0,128754,31916,8779.0,6.0,152945.0,5376.0,146,218.0,618.0,9.3,Yes,10,85.0,96070
Michigan,Luce,97.0,21,4.7,5.3,11.0,23,40,6.6,29,32.0,3.0,11.0,28.0,334.0,7.0,3.0,9.0,3341.0,56.0,15.0,4341,961,194.0,29.0,86488.0,143.0,8,25.0,27.0,6.4,No,11,78.0,2106
Michigan,Mackinac,194.0,20,4.7,5.6,7.0,23,39,5.9,27,65.0,4.0,23.0,15.0,995.0,8.0,9.0,19.0,1393.0,53.0,26.0,7637,1133,668.0,22.0,92515.0,404.0,17,30.0,51.0,7.0,No,15,67.0,4407
Michigan,Macomb,12427.0,17,4.1,5.1,9.0,20,36,8.0,27,87.0,57.0,3553.0,11.0,52226.0,476.0,777.0,1843.0,5336.0,43.0,50.0,557903,151885,52568.0,13.0,122030.0,41321.0,476,2527.0,3898.0,7.8,Yes,14,84.0,416592
Michigan,Manistee,455.0,19,4.4,5.3,7.0,21,36,8.0,26,65.0,6.0,27.0,30.0,1384.0,12.0,17.0,35.0,1953.0,46.0,42.0,16792,2813,1106.0,19.0,91287.0,957.0,28,64.0,134.0,6.1,No,12,81.0,9600
Michigan,Marquette,887.0,17,4.2,5.1,7.0,20,36,7.6,23,70.0,12.0,241.0,9.0,3194.0,78.0,60.0,287.0,2571.0,53.0,49.0,42535,11435,2637.0,14.0,97312.0,2592.0,106,131.0,256.0,6.1,Yes,14,79.0,29949
Michigan,Mason,433.0,18,4.4,5.3,7.0,21,37,7.1,26,75.0,9.0,70.0,22.0,1801.0,22.0,16.0,96.0,3982.0,52.0,33.0,19402,3645,1232.0,19.0,92000.0,1333.0,35,82.0,143.0,7.0,No,12,80.0,12417
Michigan,Mecosta,561.0,19,4.7,5.6,7.0,22,38,6.3,27,59.0,3.0,175.0,13.0,2583.0,23.0,20.0,63.0,3185.0,46.0,37.0,25150,5199,1675.0,19.0,88833.0,1389.0,48,254.0,141.0,7.6,No,15,79.0,17891
Michigan,Menominee,365.0,19,4.5,5.5,5.0,22,38,7.6,27,57.0,6.0,57.0,21.0,1352.0,6.0,13.0,29.0,2235.0,51.0,32.0,16003,2744,686.0,17.0,90718.0,711.0,26,53.0,119.0,6.3,No,10,79.0,10469
Michigan,Midland,933.0,15,3.9,4.9,7.0,18,35,8.1,22,64.0,18.0,194.0,11.0,4200.0,84.0,59.0,234.0,2911.0,53.0,52.0,55434,15044,2964.0,12.0,124895.0,2995.0,85,106.0,225.0,8.1,No,10,84.0,37719
Michigan,Missaukee,217.0,19,4.7,5.6,6.0,23,38,7.8,28,12.0,3.0,44.0,28.0,1155.0,3.0,3.0,6.0,3194.0,47.0,45.0,9547,1790,632.0,18.0,89625.0,624.0,15,32.0,44.0,5.4,No,14,80.0,6255
Michigan,Monroe,2245.0,17,4.2,5.2,8.0,21,36,8.2,25,72.0,46.0,410.0,17.0,6706.0,50.0,68.0,261.0,4886.0,43.0,48.0,97039,22758,6633.0,12.0,121198.0,6224.0,121,350.0,653.0,9.6,No,12,86.0,69029
Michigan,Montcalm,997.0,20,4.6,5.5,7.0,23,41,8.0,27,48.0,21.0,196.0,25.0,4111.0,25.0,31.0,159.0,4079.0,50.0,32.0,39714,8319,2555.0,18.0,92626.0,2548.0,73,231.0,272.0,8.2,No,13,84.0,26792
Michigan,Montmorency,214.0,20,4.8,5.7,7.0,24,38,7.2,29,13.0,3.0,9.0,25.0,550.0,7.0,6.0,16.0,2665.0,53.0,33.0,6556,760,397.0,26.0,76064.0,258.0,11,8.0,61.0,6.9,No,13,80.0,3142
Michigan,Muskegon,2745.0,20,4.6,5.4,10.0,23,40,6.5,30,68.0,25.0,1321.0,29.0,9617.0,102.0,118.0,402.0,3361.0,46.0,51.0,108914,25631,8859.0,18.0,98564.0,11579.0,182,757.0,803.0,8.2,No,13,84.0,75190
Michigan,Newaygo,705.0,20,4.7,5.5,7.0,22,40,7.9,29,74.0,15.0,158.0,25.0,3402.0,20.0,30.0,103.0,3196.0,52.0,35.0,30478,5958,2021.0,17.0,91711.0,2119.0,67,146.0,242.0,7.8,No,15,79.0,20352
Michigan,Oakland,13592.0,14,3.5,4.4,8.0,14,31,8.5,20,91.0,81.0,4420.0,8.0,59635.0,1823.0,1403.0,4847.0,4520.0,45.0,52.0,840156,265460,60170.0,8.0,158134.0,49880.0,1025,2213.0,3589.0,8.2,Yes,13,83.0,633350
Michigan,Oceana,369.0,21,4.7,5.3,8.0,22,38,7.7,30,79.0,11.0,82.0,30.0,2305.0,14.0,9.0,8.0,2397.0,50.0,31.0,16187,2698,1241.0,19.0,93134.0,1004.0,26,110.0,114.0,7.3,No,15,78.0,10827
Michigan,Ogemaw,471.0,22,5.0,5.8,7.0,25,37,7.4,31,42.0,8.0,24.0,22.0,1328.0,5.0,8.0,16.0,4628.0,44.0,33.0,13635,2464,881.0,25.0,77844.0,783.0,21,83.0,123.0,7.2,No,14,83.0,7361
Michigan,Ontonagon,,19,4.6,5.5,8.0,23,36,6.6,28,58.0,2.0,9.0,13.0,289.0,2.0,3.0,1.0,2138.0,47.0,28.0,4452,397,212.0,23.0,74803.0,99.0,6,19.0,31.0,5.5,No,12,79.0,1975
Michigan,Osceola,347.0,21,4.9,5.7,7.0,24,37,7.8,30,31.0,13.0,73.0,23.0,1574.0,6.0,3.0,36.0,2366.0,49.0,32.0,14614,2662,965.0,20.0,87472.0,894.0,35,66.0,95.0,7.2,No,13,81.0,8916
Michigan,Oscoda,186.0,21,4.9,5.8,9.0,25,39,7.5,29,72.0,6.0,13.0,28.0,623.0,2.0,2.0,5.0,3134.0,37.0,28.0,5069,760,347.0,26.0,75450.0,220.0,12,22.0,56.0,6.9,No,16,76.0,2719
Michigan,Otsego,390.0,18,4.4,5.4,7.0,21,37,7.0,25,49.0,6.0,43.0,22.0,1457.0,20.0,19.0,63.0,3992.0,45.0,36.0,16415,3561,1196.0,14.0,101237.0,1451.0,24,62.0,88.0,6.9,No,11,79.0,10760
Michigan,Ottawa,2285.0,15,3.8,4.8,6.0,16,32,8.3,22,82.0,31.0,798.0,9.0,14136.0,194.0,179.0,595.0,2327.0,48.0,52.0,169343,49964,10859.0,6.0,129595.0,10830.0,334,677.0,784.0,8.3,No,11,82.0,146707
Michigan,Presque Isle,202.0,19,4.5,5.5,6.0,22,38,7.2,27,38.0,5.0,19.0,16.0,779.0,1.0,3.0,5.0,2885.0,50.0,40.0,8983,1358,549.0,20.0,87101.0,352.0,25,12.0,47.0,7.0,No,10,81.0,4396
Michigan,Roscommon,553.0,20,4.8,5.7,7.0,23,36,6.7,29,62.0,9.0,45.0,27.0,1306.0,10.0,10.0,20.0,3855.0,44.0,35.0,17166,2379,950.0,29.0,77533.0,1030.0,29,75.0,114.0,7.0,No,14,73.0,7706
Michigan,Saginaw,3089.0,20,4.6,5.3,10.0,21,42,6.9,27,55.0,24.0,1284.0,23.0,8608.0,164.0,140.0,578.0,4646.0,49.0,47.0,119148,29021,8410.0,22.0,99119.0,13334.0,218,1229.0,863.0,8.5,No,14,82.0,80917
Michigan,St. Clair,2643.0,18,4.4,5.3,7.0,21,37,7.0,25,60.0,21.0,457.0,19.0,8002.0,75.0,95.0,414.0,5568.0,37.0,46.0,103606,22567,8855.0,18.0,112634.0,7625.0,142,508.0,787.0,8.1,No,12,83.0,70925
Michigan,St. Joseph,957.0,20,4.7,5.5,7.0,22,37,7.6,29,50.0,18.0,200.0,29.0,4767.0,16.0,20.0,111.0,3603.0,43.0,46.0,35412,7135,2634.0,17.0,94842.0,2471.0,77,178.0,285.0,8.9,No,13,75.0,27476
Michigan,Sanilac,657.0,20,4.7,5.6,7.0,23,40,7.4,29,26.0,5.0,72.0,20.0,2996.0,11.0,14.0,74.0,4154.0,42.0,43.0,26282,4886,1900.0,22.0,92132.0,1619.0,36,104.0,146.0,8.5,No,12,78.0,17555
Michigan,Schoolcraft,145.0,21,4.9,5.8,9.0,25,39,5.6,28,50.0,4.0,14.0,29.0,612.0,7.0,6.0,20.0,2789.0,53.0,9.0,5566,789,314.0,19.0,87330.0,268.0,5,,32.0,6.2,No,11,80.0,3047
Michigan,Shiawassee,996.0,17,4.3,5.3,8.0,20,38,7.4,26,62.0,16.0,243.0,19.0,3462.0,31.0,28.0,116.0,3571.0,45.0,49.0,44549,10154,3020.0,17.0,102159.0,2944.0,73,178.0,264.0,8.6,No,10,83.0,31252
Michigan,Tuscola,937.0,20,4.7,5.6,7.0,24,40,7.3,28,41.0,18.0,121.0,21.0,2938.0,17.0,20.0,158.0,4164.0,46.0,39.0,34234,6626,2395.0,14.0,92582.0,1595.0,63,144.0,235.0,8.3,No,13,82.0,22175
Michigan,Van Buren,1108.0,20,4.6,5.3,7.0,22,37,8.1,28,52.0,27.0,272.0,25.0,5560.0,37.0,27.0,100.0,3367.0,43.0,40.0,45414,9685,2903.0,18.0,103142.0,4329.0,78,262.0,338.0,8.8,Yes,12,78.0,34329
Michigan,Washtenaw,3152.0,13,3.6,4.5,8.0,14,29,8.1,20,87.0,44.0,1800.0,5.0,15815.0,649.0,696.0,2259.0,3190.0,46.0,55.0,221460,81618,12365.0,10.0,152660.0,14446.0,378,1089.0,1103.0,8.4,No,16,70.0,184500
Michigan,Wayne,32079.0,22,4.8,5.4,11.0,22,40,7.4,29,91.0,269.0,15380.0,25.0,110013.0,1303.0,1258.0,5660.0,6418.0,40.0,45.0,1032733,284336,110086.0,29.0,104376.0,159581.0,1240,17798.0,9075.0,11.7,Yes,19,79.0,731021
Michigan,Wexford,520.0,20,4.6,5.6,7.0,23,39,7.3,28,58.0,4.0,100.0,26.0,2084.0,29.0,26.0,85.0,4217.0,48.0,47.0,20891,4475,1516.0,16.0,89177.0,1651.0,42,132.0,143.0,6.9,No,13,78.0,14103
Minnesota,Aitkin,277.0,16,3.7,4.4,5.0,21,34,7.4,23,46.0,5.0,27.0,13.0,810.0,13.0,5.0,13.0,6993.0,52.0,30.0,11394,1632,603.0,16.0,93083.0,697.0,25,18.0,102.0,6.1,No,16,80.0,6248
Minnesota,Anoka,3321.0,13,3.1,3.8,6.0,17,35,9.1,21,93.0,33.0,1267.0,9.0,15598.0,181.0,234.0,672.0,3475.0,47.0,55.0,227654,68506,12590.0,7.0,143343.0,15178.0,236,438.0,1027.0,8.2,No,10,80.0,188439
Minnesota,Becker,494.0,16,3.6,4.3,6.0,20,34,7.8,24,44.0,14.0,96.0,18.0,2095.0,27.0,21.0,77.0,3222.0,61.0,57.0,21834,5257,1173.0,16.0,113301.0,1448.0,54,25.0,149.0,5.6,No,12,78.0,16095
Minnesota,Beltrami,627.0,18,4.1,4.6,6.0,22,35,6.8,23,63.0,7.0,263.0,30.0,3851.0,47.0,35.0,175.0,4105.0,52.0,53.0,26603,7360,1559.0,18.0,99582.0,3775.0,58,118.0,239.0,6.3,No,16,75.0,21098
Minnesota,Benton,416.0,15,3.4,4.2,7.0,19,37,8.3,23,57.0,5.0,156.0,11.0,2118.0,12.0,15.0,7.0,2673.0,55.0,52.0,24546,8274,1465.0,8.0,108465.0,1893.0,48,57.0,147.0,7.1,No,15,83.0,21369
Minnesota,Big Stone,,16,3.6,4.3,7.0,21,35,7.9,24,63.0,1.0,9.0,,228.0,9.0,2.0,3.0,2315.0,57.0,48.0,3321,648,119.0,14.0,105068.0,152.0,13,2.0,22.0,6.9,No,11,78.0,2179
Minnesota,Blue Earth,554.0,14,3.5,4.1,7.0,18,34,7.4,23,72.0,2.0,522.0,7.0,3206.0,64.0,62.0,265.0,2826.0,57.0,63.0,37381,12449,2181.0,11.0,111596.0,2938.0,87,132.0,191.0,8.3,No,15,80.0,36596
Minnesota,Brown,270.0,14,3.3,4.0,6.0,19,35,9.1,22,74.0,3.0,61.0,13.0,971.0,25.0,17.0,52.0,2480.0,64.0,54.0,16000,3880,731.0,8.0,104588.0,871.0,49,19.0,83.0,7.5,No,7,81.0,13152
Minnesota,Carlton,432.0,15,3.5,4.2,6.0,20,31,8.6,22,56.0,5.0,147.0,17.0,1670.0,27.0,23.0,59.0,5970.0,37.0,52.0,23651,6390,1280.0,9.0,115500.0,1676.0,42,61.0,136.0,4.6,No,12,83.0,16046
Minnesota,Carver,634.0,11,2.6,3.4,6.0,13,29,9.6,18,95.0,6.0,211.0,4.0,3074.0,93.0,55.0,221.0,2931.0,51.0,59.0,65332,22388,3047.0,3.0,191539.0,3229.0,98,61.0,223.0,7.8,No,10,79.0,56637
Minnesota,Cass,517.0,17,3.8,4.4,7.0,22,34,8.2,24,51.0,13.0,123.0,29.0,2215.0,12.0,20.0,26.0,3731.0,51.0,46.0,20124,3683,1301.0,19.0,107570.0,1460.0,58,68.0,171.0,6.5,No,14,76.0,12331
Minnesota,Chippewa,160.0,17,3.6,4.2,6.0,20,32,8.5,23,45.0,2.0,30.0,24.0,672.0,11.0,6.0,8.0,2245.0,60.0,55.0,7343,1714,344.0,11.0,106333.0,509.0,35,11.0,54.0,6.8,No,10,79.0,5617
Minnesota,Chisago,563.0,14,3.2,4.0,7.0,19,33,9.1,21,60.0,8.0,110.0,10.0,2071.0,27.0,24.0,84.0,2102.0,45.0,51.0,37119,9242,1980.0,6.0,136407.0,1751.0,55,37.0,152.0,7.6,No,10,80.0,29090
Minnesota,Clay,559.0,14,3.3,4.0,7.0,16,35,8.8,21,84.0,4.0,257.0,9.0,2724.0,16.0,34.0,170.0,3111.0,61.0,58.0,37034,13249,1561.0,9.0,121283.0,2649.0,74,84.0,193.0,7.6,No,14,78.0,33529
Minnesota,Clearwater,131.0,19,4.0,4.6,5.0,23,35,6.7,27,53.0,5.0,23.0,31.0,683.0,3.0,3.0,2.0,3190.0,51.0,31.0,5198,1042,423.0,14.0,103197.0,428.0,15,20.0,49.0,6.7,No,16,78.0,3739
Minnesota,Cook,,13,3.2,3.9,8.0,16,31,7.9,20,79.0,2.0,14.0,,378.0,8.0,3.0,5.0,3258.0,36.0,35.0,4152,874,249.0,11.0,109019.0,148.0,10,4.0,19.0,4.7,No,18,67.0,2699
Minnesota,Cottonwood,136.0,17,3.7,4.2,7.0,19,32,8.8,25,63.0,1.0,23.0,18.0,620.0,8.0,6.0,15.0,2322.0,56.0,40.0,6928,1445,291.0,15.0,94573.0,561.0,22,14.0,38.0,7.0,No,10,80.0,5183
Minnesota,Crow Wing,817.0,15,3.4,4.2,6.0,21,32,8.6,23,55.0,6.0,141.0,19.0,3190.0,69.0,53.0,213.0,3040.0,58.0,55.0,43799,10143,2337.0,11.0,109254.0,2828.0,93,127.0,278.0,5.5,No,12,80.0,30458
Minnesota,Dakota,3509.0,12,2.8,3.5,7.0,14,31,9.3,18,96.0,24.0,1571.0,8.0,16258.0,276.0,320.0,865.0,2559.0,52.0,59.0,273445,88470,15019.0,5.0,157171.0,21288.0,359,585.0,1262.0,7.6,Yes,11,78.0,230584
Minnesota,Dodge,170.0,13,3.1,3.9,5.0,17,32,9.5,21,43.0,5.0,47.0,10.0,860.0,9.0,4.0,8.0,3389.0,52.0,57.0,12973,3733,647.0,6.0,132978.0,979.0,32,21.0,83.0,8.4,No,7,78.0,11130
