State,County,State_County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Nebraska,Arthur,Nebraska_Arthur,76.89593099,1338.271252,71.92515924,115.0238291,12,10,0,60,158,125.2815804,97.09736158,30,29,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,20472,1.04,52500,5,49.10587103,27,40.30616369,7.185520362,94.68310727,87.70101277,0,0,135,25,77,466,51.3,460
Nebraska,Banner,Nebraska_Banner,76.89593099,1338.271252,71.92515924,115.0238291,10,9,376.6380917,80,190,125.2815804,97.09736158,32,26,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,27155,1.57,59511,75,49.10587103,23,40.30616369,7.185520362,94.68310727,87.70101277,0,0,162,15,82,786,50.8,690
Nebraska,Blaine,Nebraska_Blaine,76.89593099,1338.271252,71.92515924,115.0238291,10,8,0,70,122,125.2815804,97.09736158,29,52,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.89,52780,47,49.10587103,26,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,7,161,19,92,457,48.8,478
Nebraska,Boone,Nebraska_Boone,81.1,47,71.92515924,115.0238291,11,9,376.6380917,540,192,125.2815804,97.09736158,29,291,196,88.27858293,9.393120393,3.4,3.5,0.09,16926,0.77,56719,42,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,1745,175,79,5096,50.3,5505
Nebraska,Box Butte,Nebraska_Box Butte,77.7,146,71.92515924,115.0238291,11,10,376.6380917,1410,1037,125.2815804,17,32,728,122,80,9.393120393,2.9,2.8,0.05,13159,0.62,62621,51,39,22,5,7.185520362,14,87.70101277,50,119,3277,411,88,10696,50.1,2822
Nebraska,Boyd,Nebraska_Boyd,77.6,34,71.92515924,115.0238291,11,9,0,230,258,125.2815804,97.09736158,30,132,108,88.27858293,9.393120393,2.8,2.8,0.086431034,12514.70415,0.58,51082,60,49.10587103,27,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,13,734,84,74,1860,50.4,2099
Nebraska,Brown,Nebraska_Brown,79.1,45,71.92515924,115.0238291,12,10,376.6380917,380,130,125.2815804,97.09736158,33,211,168,88.27858293,9.393120393,3.2,3.1,0.03,17368,0.7,52962,47,49.10587103,26,1,7.185520362,94.68310727,87.70101277,24.62576375,21,1052,123,85,2981,50.3,3145
Nebraska,Buffalo,Nebraska_Buffalo,80.4,443,20,24,10,9,5,5880,4358,125.2815804,40,31,3263,176,86,9.393120393,3.2,3.4,0.1,12496,0.77,68925,37,66,20,40,7.185520362,40,19,29,138,12592,2142,87,50114,50,14873
Nebraska,Burt,Nebraska_Burt,75.9,108,71.92515924,115.0238291,11,9,376.6380917,870,15,125.2815804,13,31,445,93,88.27858293,9.393120393,3,3,0.07,14487,0.75,51488,37,49.10587103,27,1,7.185520362,94.68310727,87.70101277,20,22,2187,194,72,6477,49.9,6858
Nebraska,Butler,Nebraska_Butler,78.1,116,71.92515924,115.0238291,10,8,376.6380917,810,352,125.2815804,13,33,419,38,88.27858293,9.393120393,3.1,3.7,0.09,19217,0.81,63640,41,49.10587103,22,3,7.185520362,94.68310727,87.70101277,14,6,2629,262,83,7960,49.4,5516
Nebraska,Cass,Nebraska_Cass,79.2,341,10,115.0238291,10,8,7,2530,820,125.2815804,33,33,1194,34,91,9.393120393,3.2,3.4,0.05,13119,0.8,70106,33,80,20,12,7.185520362,19,13,18,36,8212,702,85,26232,49.3,18415
Nebraska,Cedar,Nebraska_Cedar,81.1,80,71.92515924,115.0238291,10,8,0,830,406,125.2815804,19,31,471,71,88.27858293,9.393120393,3.3,3.1,0.09,16314,0.7,61673,43,49.10587103,23,3,7.185520362,94.68310727,87.70101277,30,11,2791,205,81,8414,49.2,8852
Nebraska,Chase,Nebraska_Chase,79.4,47,71.92515924,115.0238291,10,10,0,410,349,125.2815804,97.09736158,30,323,78,88.27858293,9.393120393,3.1,3.3,0.05,17611,0.6,61282,39,49.10587103,23,3,7.185520362,94.68310727,87.70101277,24.62576375,5,1235,120,85,3840,50.8,3966
Nebraska,Cherry,Nebraska_Cherry,79.3,70,71.92515924,115.0238291,11,9,0,680,620,125.2815804,97.09736158,30,571,104,88.27858293,9.393120393,3.5,3.6,0.04,17269,0.77,53483,44,49.10587103,26,1,7.185520362,94.68310727,87.70101277,28,43,1465,219,82,5781,48.9,3000
Nebraska,Cheyenne,Nebraska_Cheyenne,77.4,143,71.92515924,115.0238291,10,9,376.6380917,1240,542,125.2815804,10,31,439,132,94,9.393120393,3.2,3.2,0.03,17975,0.74,55172,40,49.10587103,25,8,7.185520362,12,13,13,77,2905,438,81,9111,50,3625
Nebraska,Clay,Nebraska_Clay,78.3,77,71.92515924,115.0238291,11,9,0,720,527,125.2815804,11,31,425,48,88.27858293,9.393120393,3,3.2,0.1,16040,0.83,63427,47,49.10587103,22,2,7.185520362,94.68310727,87.70101277,39,0,2076,171,81,6216,49.2,6542
Nebraska,Colfax,Nebraska_Colfax,80.3,94,11,115.0238291,12,13,6,970,980,125.2815804,21,32,1310,47,79,9.393120393,3.1,3.2,0.44,14710,0.72,63424,58,47,22,3,7.185520362,94.68310727,87.70101277,40,103,2695,110,81,10587,46.3,4260
Nebraska,Cuming,Nebraska_Cuming,79.8,109,71.92515924,115.0238291,10,9,0,910,474,125.2815804,12,29,657,68,88.27858293,9.393120393,3.5,3.6,0.15,14708,0.78,54725,52,49.10587103,26,3,7.185520362,94.68310727,87.70101277,35,70,2554,216,72,8798,49.9,5959
Nebraska,Custer,Nebraska_Custer,80.3,129,71.92515924,115.0238291,11,9,9,1390,1576,125.2815804,15,32,753,75,88.27858293,9.393120393,3.2,3.4,0.09,16311,0.71,57873,46,49.10587103,24,7,7.185520362,15,15,18,69,3362,471,79,10626,50.2,7402
Nebraska,Dakota,Nebraska_Dakota,77.6,247,71.92515924,115.0238291,12,13,7,2410,1037,125.2815804,21,33,2185,35,92,9.393120393,2.8,2.9,0.13,13351,0.79,61220,66,59,28,5,7.185520362,94.68310727,87.70101277,17,248,4877,615,77,20070,49.5,4430
Nebraska,Dawes,Nebraska_Dawes,78.4,100,71.92515924,115.0238291,10,9,0,1100,891,125.2815804,97.09736158,31,586,72,62,9.393120393,3.1,3.5,0.04,14980,0.78,52637,41,35,27,4,7.185520362,94.68310727,87.70101277,50,106,2256,380,86,8361,50.9,3667
Nebraska,Dawson,Nebraska_Dawson,78.3,271,18,20,12,11,376.6380917,2680,3545,125.2815804,32,30,2455,85,93,9.393120393,2.8,3,0.32,14233,0.82,61043,62,61,23,13,7.185520362,18,12,36,83,5885,859,84,23510,48,6484
Nebraska,Deuel,Nebraska_Deuel,79.3,28,71.92515924,115.0238291,11,9,376.6380917,220,153,125.2815804,97.09736158,32,122,0,88.27858293,9.393120393,3.1,2.8,0.04,19613,0.75,51261,51,49.10587103,27,3,7.185520362,94.68310727,87.70101277,24.62576375,6,645,45,82,1793,49.7,1941
Nebraska,Dixon,Nebraska_Dixon,80.2,77,71.92515924,115.0238291,10,9,376.6380917,610,622,125.2815804,97.09736158,30,358,36,88.27858293,9.393120393,2.9,3.1,0.09,16706,0.71,60437,33,49.10587103,23,1,7.185520362,94.68310727,87.70101277,8,1,1773,181,76,5596,49.1,6000
Nebraska,Dodge,Nebraska_Dodge,76.8,539,20,21,11,10,8,4750,3023,125.2815804,42,33,2442,97,88,10,2.7,2.9,0.13,14630,0.76,62491,55,77,22,24,7.185520362,31,15,23,177,9501,1362,83,36222,50.2,9220
Nebraska,Douglas,Nebraska_Douglas,78.6,6248,324,373,10,10,336,65490,12043,195,337,32,43039,217,84,6,3,3.1,0.25,10907,0.82,65788,48,59,26,392,6,366,300,18,744,137435,25746,87,574332,50.6,11224
Nebraska,Dundy,Nebraska_Dundy,77.7,23,71.92515924,115.0238291,12,11,376.6380917,230,345,125.2815804,97.09736158,32,207,180,88.27858293,9.393120393,3.007479324,2.980549369,0.04,19208,0.8,50299,56,49.10587103,28,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,12,648,58,75,1671,49.8,2008
Nebraska,Fillmore,Nebraska_Fillmore,80.8,64,71.92515924,115.0238291,10,9,0,630,412,125.2815804,10,32,300,91,88.27858293,9.393120393,3.1,3.2,0.11,20444,0.7,59309,32,49.10587103,24,3,7.185520362,94.68310727,87.70101277,28,7,1936,110,79,5519,50,5890
Nebraska,Franklin,Nebraska_Franklin,76,61,71.92515924,115.0238291,11,9,0,430,435,125.2815804,97.09736158,32,176,272,88.27858293,9.393120393,3.8,4,0.086431034,18014,0.79,49104,52,49.10587103,28,40.30616369,7.185520362,94.68310727,87.70101277,27,0,1086,118,76,2940,49.8,3225
Nebraska,Frontier,Nebraska_Frontier,84.3,25,71.92515924,115.0238291,10,9,376.6380917,350,231,125.2815804,97.09736158,32,171,39,88.27858293,9.393120393,3.3,3.2,0.06,19158,0.76,59061,45,49.10587103,24,2,7.185520362,94.68310727,87.70101277,24.62576375,1,785,75,74,2587,48.6,2756
Nebraska,Furnas,Nebraska_Furnas,78.1,73,71.92515924,115.0238291,12,10,376.6380917,630,50,125.2815804,97.09736158,32,353,193,88.27858293,9.393120393,3.3,3.1,0.04,15002,0.65,50762,50,49.10587103,28,1,7.185520362,94.68310727,87.70101277,12,60,1643,188,76,4653,50.1,4959
Nebraska,Gage,Nebraska_Gage,77.8,291,14,115.0238291,11,9,376.6380917,2880,1867,125.2815804,13,32,1270,98,89,9.393120393,3.2,3,0.06,14420,0.79,61283,49,49.10587103,23,11,7.185520362,26,12,43,138,6149,811,82,21431,50,9906
Nebraska,Garden,Nebraska_Garden,76,40,71.92515924,115.0238291,10,9,0,220,194,125.2815804,97.09736158,31,141,54,88.27858293,9.393120393,2.9,3.3,0,17045,0.79,41221,65,49.10587103,34,3,7.185520362,94.68310727,87.70101277,24.62576375,25,711,45,77,1847,47.6,2057
Nebraska,Garfield,Nebraska_Garfield,79.8,28,71.92515924,115.0238291,10,8,0,230,60,125.2815804,97.09736158,31,99,51,88.27858293,9.393120393,3.3,3.5,0.086431034,16197,0.8,49951,40,49.10587103,28,2,7.185520362,94.68310727,87.70101277,24.62576375,0,716,72,72,1956,50.3,2049
Nebraska,Gosper,Nebraska_Gosper,76.8,29,71.92515924,115.0238291,9,8,0,210,245,125.2815804,97.09736158,30,103,50,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,17085,0.69,62698,46,49.10587103,22,1,7.185520362,94.68310727,87.70101277,24.62576375,0,710,58,83,1986,48.8,2044
Nebraska,Grant,Nebraska_Grant,76.89593099,1338.271252,71.92515924,115.0238291,11,9,0,100,117,125.2815804,97.09736158,31,39,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,18270,0.75,62487,49,49.10587103,22,1,7.185520362,94.68310727,87.70101277,0,12,205,40,75,630,47.5,614
Nebraska,Greeley,Nebraska_Greeley,82,29,71.92515924,115.0238291,10,9,0,270,523,125.2815804,97.09736158,32,177,0,88.27858293,9.393120393,3.5,3.6,0.086431034,12514.70415,0.76,50068,51,49.10587103,28,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,1,838,89,72,2319,50,2538
Nebraska,Hall,Nebraska_Hall,77.9,716,38,48,11,11,27,7230,4124,12,54,31,5512,128,87,9.393120393,3,3,0.14,13414,0.81,54110,59,52,26,20,7.185520362,45,21,46,122,14585,2007,84,61028,49.5,8571
Nebraska,Hamilton,Nebraska_Hamilton,81.2,100,71.92515924,115.0238291,9,8,0,870,250,125.2815804,10,32,422,54,94,9.393120393,3.2,3.5,0.04,16237,0.7,73759,34,49.10587103,19,3,7.185520362,94.68310727,87.70101277,17,6,2872,157,89,9237,49.4,4658
Nebraska,Harlan,Nebraska_Harlan,81.4,45,71.92515924,115.0238291,10,9,0,420,87,125.2815804,97.09736158,31,223,121,88.27858293,9.393120393,3.5,4,0.086431034,14725,0.76,55010,42,49.10587103,25,1,7.185520362,94.68310727,87.70101277,24.62576375,40,1188,125,77,3311,48.5,3423
Nebraska,Hayes,Nebraska_Hayes,76.89593099,1338.271252,71.92515924,115.0238291,11,10,376.6380917,110,430,125.2815804,97.09736158,32,92,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.78,54280,55,49.10587103,26,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,2,277,42,82,916,49.8,967
Nebraska,Hitchcock,Nebraska_Hitchcock,75.9,48,71.92515924,115.0238291,11,9,0,400,1093,125.2815804,97.09736158,32,185,36,88.27858293,9.393120393,3,2.8,0.086431034,13395,0.77,48475,39,49.10587103,29,40.30616369,7.185520362,94.68310727,87.70101277,43,28,949,77,73,2773,49.8,2908
Nebraska,Holt,Nebraska_Holt,79.7,114,71.92515924,115.0238291,10,9,376.6380917,1130,890,125.2815804,13,31,620,211,88.27858293,9.393120393,3,2.8,0.08,17916,0.86,56777,50,49.10587103,25,4,7.185520362,94.68310727,87.70101277,19,47,3144,355,76,9956,49.6,6753
Nebraska,Hooker,Nebraska_Hooker,76.89593099,1338.271252,71.92515924,115.0238291,10,8,0,110,241,125.2815804,97.09736158,31,42,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,22994,0.79,53234,47,49.10587103,26,1,7.185520362,94.68310727,87.70101277,0,25,189,27,71,647,51.2,736
Nebraska,Howard,Nebraska_Howard,78.1,83,71.92515924,115.0238291,10,8,0,740,321,125.2815804,97.09736158,31,369,108,88.27858293,9.393120393,3.2,3.3,0.07,16331,0.79,54291,39,49.10587103,26,2,7.185520362,94.68310727,87.70101277,10,18,2007,269,77,6488,49.4,6274
Nebraska,Jefferson,Nebraska_Jefferson,78.2,111,71.92515924,115.0238291,11,9,376.6380917,970,746,125.2815804,10,33,416,99,92,9.393120393,3.1,3.2,0.05,15011,0.73,55414,47,49.10587103,25,3,7.185520362,94.68310727,87.70101277,24.62576375,29,2296,350,73,7099,50.8,3635
Nebraska,Johnson,Nebraska_Johnson,77.6,87,71.92515924,115.0238291,11,10,376.6380917,600,305,125.2815804,97.09736158,33,264,119,88.27858293,9.393120393,3.1,3,0.1,14736,0.72,55062,43,49.10587103,25,2,7.185520362,94.68310727,87.70101277,15,13,1292,159,77,5057,41,5217
Nebraska,Kearney,Nebraska_Kearney,79.2,81,71.92515924,115.0238291,10,9,376.6380917,710,36,125.2815804,97.09736158,31,307,75,88.27858293,9.393120393,3.3,3.3,0.07,15688,0.79,62260,34,49.10587103,22,4,7.185520362,94.68310727,87.70101277,16,25,1969,220,84,6652,50.1,3540
Nebraska,Keith,Nebraska_Keith,79.1,114,71.92515924,115.0238291,11,9,376.6380917,1050,576,125.2815804,97.09736158,31,503,100,88.27858293,9.393120393,3.1,3.1,0.02,15083,0.58,57307,50,49.10587103,24,3,7.185520362,94.68310727,87.70101277,76,38,2763,374,82,7983,49.8,3944
Nebraska,Keya Paha,Nebraska_Keya Paha,76.89593099,1338.271252,71.92515924,115.0238291,11,9,0,80,218,125.2815804,97.09736158,31,76,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.81,47053,54,49.10587103,30,40.30616369,7.185520362,94.68310727,87.70101277,0,0,257,37,80,759,48.9,824
Nebraska,Kimball,Nebraska_Kimball,73.7,59,71.92515924,115.0238291,12,10,376.6380917,470,120,125.2815804,97.09736158,32,274,143,88.27858293,9.393120393,3.3,3.5,0.04,17176,0.77,46782,45,49.10587103,30,40.30616369,7.185520362,94.68310727,87.70101277,15,3,1112,138,75,3495,50.5,3821
Nebraska,Knox,Nebraska_Knox,79.6,108,71.92515924,115.0238291,11,9,0,1010,1023,125.2815804,13,32,612,157,88.27858293,9.393120393,3.3,3.2,0.44,19273,0.73,51296,51,49.10587103,27,5,7.185520362,94.68310727,87.70101277,11,0,2673,185,79,8304,50.8,8701
Nebraska,Lancaster,Nebraska_Lancaster,79.9,3021,123,138,10,9,98,37310,13656,109,169,33,18069,142,83,2,3.3,3.3,0.08,11411,0.79,65819,43,50,26,194,2,217,127,14,455,74937,14716,89,320650,49.8,23555
Nebraska,Lincoln,Nebraska_Lincoln,77.8,481,15,115.0238291,10,10,376.6380917,4460,1138,125.2815804,45,32,1966,175,88,9.393120393,3.2,3.3,0.06,15518,0.67,62948,48,51,22,23,7.185520362,33,19,30,123,9962,1617,85,34347,50.4,11075
Nebraska,Logan,Nebraska_Logan,76.89593099,1338.271252,71.92515924,115.0238291,11,9,0,110,38,125.2815804,97.09736158,31,50,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,15092,0.84,56283,29,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,1,246,39,80,747,48.6,763
Nebraska,Loup,Nebraska_Loup,76.89593099,1338.271252,71.92515924,115.0238291,10,9,0,80,75,125.2815804,97.09736158,31,39,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,1.08,56291,45,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,0,0,238,25,71,650,49.5,632
Nebraska,McPherson,Nebraska_McPherson,76.89593099,1338.271252,71.92515924,115.0238291,12,9,0,60,177,125.2815804,97.09736158,32,39,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,12514.70415,0.87,54876,9,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,0,0,157,5,69,474,50,539
Nebraska,Madison,Nebraska_Madison,78.2,393,24,23,11,9,11,4390,2727,125.2815804,49,32,2615,204,90,9.393120393,3.3,3.2,0.14,14077,0.73,56970,49,50,25,21,7.185520362,35,23,31,147,9622,1521,80,34813,50.4,9732
Nebraska,Merrick,Nebraska_Merrick,78.1,110,71.92515924,115.0238291,11,9,376.6380917,1040,821,125.2815804,97.09736158,32,519,38,88.27858293,9.393120393,3.3,3.5,0.07,14392,0.76,58437,47,49.10587103,24,4,7.185520362,94.68310727,87.70101277,14,51,2577,347,79,7809,49.8,4620
Nebraska,Morrill,Nebraska_Morrill,76.9,74,71.92515924,115.0238291,11,10,0,540,909,125.2815804,97.09736158,32,394,130,88.27858293,9.393120393,3.1,3.2,0.03,16516,0.73,54879,61,49.10587103,25,1,7.185520362,94.68310727,87.70101277,20,83,1480,157,76,4625,48.7,5042
Nebraska,Nance,Nebraska_Nance,76.1,68,71.92515924,115.0238291,11,9,0,440,49,125.2815804,97.09736158,31,208,142,88.27858293,9.393120393,3.2,3.3,0.086431034,16651,0.94,52534,37,49.10587103,27,1,7.185520362,94.68310727,87.70101277,24.62576375,0,1331,114,80,3532,50.3,3735
Nebraska,Nemaha,Nebraska_Nemaha,77,106,71.92515924,115.0238291,10,8,0,880,91,125.2815804,97.09736158,32,332,28,96,9.393120393,3.5,3.6,0.04,12061,0.72,55574,34,49.10587103,25,4,7.185520362,94.68310727,87.70101277,24.62576375,86,2117,232,78,7044,50.1,3774
Nebraska,Nuckolls,Nebraska_Nuckolls,77.6,77,71.92515924,115.0238291,12,9,0,550,610,125.2815804,97.09736158,31,255,121,88.27858293,9.393120393,2.9,2.9,0.06,12514.70415,0.72,60636,45,49.10587103,23,2,7.185520362,94.68310727,87.70101277,15,0,1478,77,76,4134,50.4,4500
Nebraska,Otoe,Nebraska_Otoe,80.3,190,71.92515924,115.0238291,10,9,376.6380917,1970,3086,125.2815804,11,31,1014,81,91,9.393120393,2.7,2.9,0.08,12446,0.79,68443,40,49.10587103,20,5,7.185520362,19,11,17,65,4718,583,84,15965,50.3,8674
Nebraska,Pawnee,Nebraska_Pawnee,76.9,44,71.92515924,115.0238291,13,10,0,380,150,125.2815804,10,33,173,154,88.27858293,9.393120393,2.9,3.1,0.086431034,17264,0.79,49089,53,49.10587103,28,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,1005,88,69,2601,50.5,2773
Nebraska,Perkins,Nebraska_Perkins,79.2,36,71.92515924,115.0238291,10,8,0,280,218,125.2815804,97.09736158,29,193,244,88.27858293,9.393120393,3.3,3.1,0.01,12514.70415,0.91,58925,36,49.10587103,24,1,7.185520362,94.68310727,87.70101277,24.62576375,0,953,97,84,2867,48.9,2970
Nebraska,Phelps,Nebraska_Phelps,80,105,71.92515924,115.0238291,10,9,376.6380917,1020,422,125.2815804,19,30,457,111,94,9.393120393,3.1,3.2,0.04,14795,0.79,61442,41,49.10587103,23,8,7.185520362,94.68310727,87.70101277,30,148,2775,486,82,9006,49.8,3848
Nebraska,Pierce,Nebraska_Pierce,81.1,84,71.92515924,115.0238291,10,8,0,740,711,125.2815804,97.09736158,32,377,111,88.27858293,9.393120393,3.5,3.3,0.08,15033,0.73,56484,36,49.10587103,25,2,7.185520362,94.68310727,87.70101277,9,21,2247,194,83,7184,49.5,7266
Nebraska,Platte,Nebraska_Platte,79.7,345,10,115.0238291,10,10,376.6380917,3280,1222,125.2815804,32,32,2222,66,86,9.393120393,3.3,3.3,0.06,12841,0.7,62776,48,57,22,27,7.185520362,24,15,23,237,9453,898,82,33364,49.4,10131
Nebraska,Polk,Nebraska_Polk,77.4,87,71.92515924,115.0238291,10,8,376.6380917,520,77,125.2815804,15,29,335,58,88.27858293,9.393120393,3.3,3.4,0.13,17823,0.83,59159,37,49.10587103,24,40.30616369,7.185520362,94.68310727,87.70101277,8,46,1710,87,85,5201,49.5,5406
Nebraska,Red Willow,Nebraska_Red Willow,78.1,143,71.92515924,115.0238291,11,10,0,1330,2126,125.2815804,10,32,660,113,97,9.393120393,3.1,3.3,0.03,14297,0.84,55657,44,49.10587103,25,9,7.185520362,94.68310727,87.70101277,33,136,3239,359,81,10627,50,3492
Nebraska,Richardson,Nebraska_Richardson,77.4,139,71.92515924,115.0238291,12,9,376.6380917,1070,813,125.2815804,97.09736158,31,485,128,88.27858293,9.393120393,3,3.5,0.04,16457,0.64,51874,53,49.10587103,27,4,7.185520362,94.68310727,87.70101277,15,47,2777,241,81,7791,50,4230
Nebraska,Rock,Nebraska_Rock,76.89593099,1338.271252,71.92515924,115.0238291,10,8,0,150,137,125.2815804,97.09736158,32,94,290,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,16145,1.13,48461,44,49.10587103,29,1,7.185520362,94.68310727,87.70101277,24.62576375,27,460,20,69,1377,50.9,1526
Nebraska,Saline,Nebraska_Saline,79,145,71.92515924,115.0238291,13,12,5,1680,1616,125.2815804,25,31,1133,100,92,9.393120393,3.1,3,0.16,13831,0.79,63655,53,57,22,8,7.185520362,94.68310727,87.70101277,40,89,3781,542,78,13987,48.7,7252
Nebraska,Sarpy,Nebraska_Sarpy,80.7,1466,88,75,9,9,29,16690,10954,49,104,31,7995,67,94,5,3.2,3.2,0.15,11221,0.78,83104,33,38,20,118,2,106,69,14,273,46396,5339,92,188856,50,8377
Nebraska,Saunders,Nebraska_Saunders,78.8,275,71.92515924,115.0238291,10,8,376.6380917,2310,1286,125.2815804,29,32,990,32,90,9.393120393,3.2,3.4,0.05,13128,0.76,72526,31,49.10587103,19,11,7.185520362,15,87.70101277,13,9,6831,599,84,21927,49.3,13816
Nebraska,Scotts Bluff,Nebraska_Scotts Bluff,76,573,21,26,12,10,5,4710,728,13,63,35,2728,133,90,9.393120393,3,3.2,0.07,13132,0.8,53956,57,49.10587103,26,30,7.185520362,35,18,63,125,9771,1946,79,35299,51.3,11024
Nebraska,Seward,Nebraska_Seward,79.2,205,71.92515924,115.0238291,10,8,0,1760,1236,125.2815804,19,30,700,35,96,9.393120393,3.3,3.7,0.03,13497,0.73,72456,27,61,19,11,7.185520362,11,87.70101277,11,86,4819,593,85,17186,48.8,10114
Nebraska,Sheridan,Nebraska_Sheridan,76.5,89,71.92515924,115.0238291,12,10,0,800,566,125.2815804,10,33,521,117,88.27858293,9.393120393,3.2,3.2,0.05,16174,0.77,52051,68,49.10587103,27,3,7.185520362,94.68310727,87.70101277,28,22,1498,188,77,5150,50.4,5469
Nebraska,Sherman,Nebraska_Sherman,80.7,34,71.92515924,115.0238291,11,9,0,410,155,125.2815804,97.09736158,31,209,0,88.27858293,9.393120393,2.8,3.2,0.086431034,19825,0.84,49684,46,49.10587103,28,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,6,1045,117,77,2986,50.6,3152
Nebraska,Sioux,Nebraska_Sioux,76.89593099,1338.271252,71.92515924,115.0238291,10,9,0,130,269,125.2815804,97.09736158,30,86,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,29520,0.83,51831,14,49.10587103,27,40.30616369,7.185520362,94.68310727,87.70101277,0,5,330,29,73,1200,47,1311
Nebraska,Stanton,Nebraska_Stanton,80.2,60,71.92515924,115.0238291,10,9,376.6380917,540,97,125.2815804,97.09736158,29,304,17,88.27858293,9.393120393,3.3,3.4,0.04,15651,0.79,64087,42,49.10587103,22,3,7.185520362,94.68310727,87.70101277,19,17,1905,201,81,5880,49.2,4504
Nebraska,Thayer,Nebraska_Thayer,78.7,63,71.92515924,115.0238291,10,9,376.6380917,590,293,125.2815804,10,31,268,41,88.27858293,9.393120393,3.5,3.6,0.1,19019,0.83,55775,37,49.10587103,25,2,7.185520362,94.68310727,87.70101277,12,5,1710,109,80,4887,50.4,5228
Nebraska,Thomas,Nebraska_Thomas,76.89593099,1338.271252,71.92515924,115.0238291,9,8,0,80,224,125.2815804,97.09736158,31,60,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,19609,1.08,55599,53,49.10587103,25,40.30616369,7.185520362,94.68310727,87.70101277,0,34,188,20,89,739,49,647
Nebraska,Thurston,Nebraska_Thurston,66.6,174,13,115.0238291,16,14,376.6380917,1350,92,125.2815804,24,34,805,194,88.27858293,13,2.7,2.5,0.63,20832,0.89,49148,86,49.10587103,28,7,7.185520362,94.68310727,87.70101277,24.62576375,49,1328,168,70,7220,50.5,6940
Nebraska,Valley,Nebraska_Valley,81.3,43,71.92515924,115.0238291,11,9,0,500,189,125.2815804,97.09736158,32,274,219,88.27858293,9.393120393,3,2.9,0.05,17638,0.69,55542,44,49.10587103,25,1,7.185520362,94.68310727,87.70101277,23,0,1431,159,72,4103,50.3,4260
Nebraska,Washington,Nebraska_Washington,81,202,71.92515924,115.0238291,9,8,376.6380917,2220,1006,125.2815804,16,30,903,81,97,9.393120393,3.2,3.3,0.02,11159,0.71,78844,23,45,18,16,7.185520362,13,11,8,167,6428,570,86,20901,50,12390
Nebraska,Wayne,Nebraska_Wayne,83.2,72,71.92515924,115.0238291,10,9,0,1020,234,125.2815804,97.09736158,30,451,32,90,9.393120393,2.9,3.2,0.16,13934,0.76,64569,45,49.10587103,22,5,7.185520362,94.68310727,87.70101277,19,129,2549,541,89,9492,49.6,4038
Nebraska,Webster,Nebraska_Webster,77,62,71.92515924,115.0238291,11,9,0,430,520,125.2815804,97.09736158,31,193,205,88.27858293,9.393120393,2.9,3.2,0.1,15426,0.71,52115,45,49.10587103,27,2,7.185520362,94.68310727,87.70101277,24.62576375,0,1240,58,82,3419,50.1,3812
