State,County,State_County,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Texas,Montague,Texas_Montague,73.5,429,13,115.0238291,14,11,14,3440,889,16,33,37,2706,20,94,9.393120393,2.9,3,0.05,10836,0.56,56012,55,49.10587103,21,6,7.185520362,25,18,14,49,6101,752,76,19962,50.8,11623
Texas,Montgomery,Texas_Montgomery,79.5,6292,266,258,12,11,895,70560,37405,278,484,35,73614,77,93,6,3,3.3,0.09,9219,0.73,85348,45,49,19,171,4,484,365,16,254,147027,21707,92,626351,50.5,103571
Texas,Moore,Texas_Moore,76.3,265,10,115.0238291,14,14,20,2500,1878,125.2815804,43,38,3817,34,99,9.393120393,2.8,3,0.07,10565,0.75,53341,63,48,24,5,7.185520362,16,15,16,147,4383,503,85,20654,48,3683
Texas,Morris,Texas_Morris,74.1,256,71.92515924,115.0238291,15,13,17,2220,112,125.2815804,27,39,1481,40,95,9.393120393,2.5,2.7,0.04,10231,0.7,45122,78,19,25,4,7.185520362,94.68310727,87.70101277,24.62576375,55,3789,606,81,12393,51.8,10143
Texas,Motley,Texas_Motley,76.89593099,23,71.92515924,115.0238291,13,11,0,190,40,125.2815804,97.09736158,36,147,84,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,17043,0.81,46712,69,49.10587103,26,40.30616369,7.185520362,94.68310727,87.70101277,0,0,352,20,70,1185,49.3,1210
Texas,Nacogdoches,Texas_Nacogdoches,75.8,936,26,22,15,13,110,12290,6026,16,104,39,8995,105,92,9.393120393,2.8,3,0.18,10055,0.8,49375,67,45,23,14,5,60,53,16,98,13713,3729,82,64753,52.1,29978
Texas,Navarro,Texas_Navarro,75.2,860,37,31,15,13,93,7880,3868,18,75,38,7819,51,95,8,2.7,2.9,0.11,9837,0.86,50778,72,36,32,13,5,52,39,19,128,12191,1994,80,50694,51,25136
Texas,Newton,Texas_Newton,75.4,291,71.92515924,115.0238291,16,13,9,2760,2041,125.2815804,26,40,1813,15,93,25,2.6,2.7,0.11,12393,0.66,45769,71,36,25,3,7.185520362,17,19,13,5,4228,301,75,13414,48.3,14445
Texas,Nolan,Texas_Nolan,73.9,301,71.92515924,115.0238291,15,14,17,2380,1079,10,20,37,1896,81,87,36,3,3.4,0.06,14935,0.75,41720,62,42,27,7,7.185520362,12,12,68,125,3748,578,75,14835,50,4969
Texas,Nueces,Texas_Nueces,77.4,5206,158,171,14,14,627,52970,33739,190,328,35,51632,113,90,13,2.9,3.1,0.13,11290,0.72,55727,65,45,25,137,8,268,284,37,647,76550,18220,84,363148,50.6,21935
Texas,Ochiltree,Texas_Ochiltree,76.6,117,71.92515924,115.0238291,15,14,6,1290,294,125.2815804,23,36,1769,52,98,9.393120393,2.8,2.9,0.01,9963,0.5,71477,59,64,18,2,7.185520362,10,87.70101277,24.62576375,49,2483,284,81,9598,50,1422
Texas,Oldham,Texas_Oldham,77.9,25,71.92515924,115.0238291,12,11,0,260,668,125.2815804,97.09736158,35,249,0,88.27858293,9.393120393,3,3.4,0.1,16468,0.61,61013,45,49.10587103,21,1,7.185520362,94.68310727,87.70101277,0,44,472,27,85,2135,47.6,2052
Texas,Orange,Texas_Orange,74,1613,50,58,13,11,152,13830,8067,53,150,39,9307,47,91,11,2.8,2.9,0.23,9767,0.64,61323,59,76,20,27,7,75,65,9,209,23449,2485,86,82878,50.6,28783
Texas,Palo Pinto,Texas_Palo Pinto,75.4,554,16,115.0238291,15,12,28,4920,6835,12,51,37,4384,55,93,9.393120393,2.5,2.7,0.04,11678,0.78,59450,68,71,28,5,7.185520362,33,20,11,54,7703,1230,82,29320,50.9,14116
Texas,Panola,Texas_Panola,74.1,462,14,115.0238291,14,12,38,3710,2276,125.2815804,62,38,2898,30,93,9.393120393,2.9,3,0.06,9921,0.57,51936,53,24,23,4,8,20,24,8,24,6688,543,80,23187,50.4,17304
Texas,Parker,Texas_Parker,78.3,1851,51,53,12,10,128,16710,6728,41,183,35,16792,51,95,9,3,3.1,0.03,9996,0.64,88617,34,53,19,48,3,138,94,11,103,36917,4615,89,148198,50.1,65578
Texas,Parmer,Texas_Parmer,76.4,110,10,115.0238291,15,15,376.6380917,1210,842,125.2815804,18,37,1734,116,93,9.393120393,2.6,3.1,0.21,11618,0.7,61989,72,49.10587103,21,1,7.185520362,94.68310727,87.70101277,24.62576375,108,2104,199,76,9522,48.3,6163
Texas,Pecos,Texas_Pecos,75.7,210,71.92515924,115.0238291,14,15,25,1890,2964,125.2815804,32,37,2219,76,93,9.393120393,2.7,3.1,0.05,12920,0.66,52792,65,49.10587103,26,4,7.185520362,20,17,25,95,3614,404,70,15718,43.4,6168
Texas,Polk,Texas_Polk,72.5,1164,26,23,15,13,197,8990,2284,23,92,38,7165,53,91,11,2.8,2.9,0.09,12737,0.68,47535,62,45,24,9,9,61,62,21,81,13850,1838,77,52995,46.3,35258
Texas,Potter,Texas_Potter,72.5,2158,86,94,16,15,274,19400,14222,70,192,37,19479,218,88,13,2.9,3.1,0.17,9802,0.77,45903,73,53,28,33,9,146,133,38,413,24037,6903,78,116004,48.8,10892
Texas,Presidio,Texas_Presidio,87.6,65,71.92515924,115.0238291,21,21,6,1690,1395,125.2815804,97.09736158,38,1306,31,92,9.393120393,2.5,2.8,0.16,12815,1.04,39967,92,49.10587103,29,1,7.185520362,94.68310727,87.70101277,24.62576375,28,1392,296,63,6508,49.5,3164
Texas,Rains,Texas_Rains,77,255,71.92515924,115.0238291,14,11,15,1920,6057.917337,125.2815804,22,37,1660,16,88,9.393120393,2.6,2.8,0,9333,0.86,59195,63,25,20,2,7.185520362,12,87.70101277,24.62576375,52,3386,307,78,12552,50.1,10175
Texas,Randall,Texas_Randall,78.2,1643,73,68,11,10,144,16220,2876,51,133,33,12475,61,97,6,3.1,3.3,0.08,7858,0.77,71041,42,52,18,32,3,148,99,24,253,34873,5228,90,139899,50.9,17355
Texas,Reagan,Texas_Reagan,77.9,43,71.92515924,115.0238291,13,14,0,360,51,125.2815804,10,37,503,78,88.27858293,9.393120393,3,3.1,0.01,14653,0.76,66711,60,49.10587103,17,1,7.185520362,94.68310727,87.70101277,0,0,735,116,76,3833,46.4,448
Texas,Real,Texas_Real,74.9,81,71.92515924,115.0238291,16,14,376.6380917,710,1605,125.2815804,97.09736158,38,443,88,88.27858293,9.393120393,2.4,2.7,0.01,12159,0.93,43076,71,49.10587103,24,1,7.185520362,94.68310727,87.70101277,30,0,901,152,63,3411,49.6,3309
Texas,Red River,Texas_Red River,72,313,14,115.0238291,16,13,12,2230,3327,125.2815804,27,39,1623,33,88.27858293,9.393120393,2.8,3,0.2,12049,0.84,46727,70,52,24,1,7.185520362,15,12,26,36,4014,663,71,11995,51.4,9739
Texas,Reeves,Texas_Reeves,76.9,185,71.92515924,115.0238291,14,16,109,1650,991,125.2815804,30,37,1875,38,87,51,2.7,2.9,0.02,13905,0.64,64863,67,62,21,4,7.185520362,94.68310727,87.70101277,37,362,3002,342,65,15949,38.9,1998
Texas,Refugio,Texas_Refugio,76.9,114,71.92515924,115.0238291,14,14,376.6380917,1110,649,125.2815804,15,37,808,73,88.27858293,9.393120393,2.7,2.8,0.05,15218,0.88,48433,62,42,29,2,7.185520362,94.68310727,87.70101277,10,136,1869,235,73,6877,50.7,4480
Texas,Roberts,Texas_Roberts,76.89593099,1338.271252,71.92515924,115.0238291,12,10,0,120,199,125.2815804,97.09736158,35,80,0,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,13406,0.59,69927,29,49.10587103,19,40.30616369,7.185520362,94.68310727,87.70101277,0,33,272,4,81,813,51.4,929
Texas,Robertson,Texas_Robertson,76.2,294,71.92515924,115.0238291,14,13,24,2330,1613,125.2815804,26,38,2226,47,94,9.393120393,3.1,3.3,0.2,11512,0.56,55218,62,47,26,3,8,11,10,18,133,4960,681,73,17155,51,12276
Texas,Rockwall,Texas_Rockwall,80.4,876,33,26,10,9,115,9280,2536,32,52,33,10341,96,99,6,3.2,3.5,0.04,9152,0.73,106225,27,49,15,27,2,65,53,8,203,28734,2927,95,109888,50.6,12562
Texas,Runnels,Texas_Runnels,75.6,185,71.92515924,115.0238291,14,13,12,1570,1679,125.2815804,22,36,1326,87,88.27858293,9.393120393,2.8,3,0.03,11545,0.8,50972,57,35,22,3,7.185520362,94.68310727,87.70101277,24.62576375,58,2838,353,74,10401,49.2,4280
Texas,Rusk,Texas_Rusk,76.1,909,32,21,14,12,159,7380,5973,15,113,38,6597,40,96,15,2.8,2.9,0.04,10918,0.71,56954,68,25,21,8,6,49,48,10,62,14298,1497,66,54324,46.3,35130
Texas,Sabine,Texas_Sabine,75.2,237,71.92515924,115.0238291,16,12,13,2150,601,125.2815804,25,38,1182,133,88.27858293,9.393120393,2.8,3,0.04,11558,0.62,51046,68,8,22,2,7.185520362,13,11,24.62576375,7,3907,620,78,10507,50.5,10834
Texas,San Augustine,Texas_San Augustine,75.2,191,71.92515924,115.0238291,16,13,15,1740,1065,125.2815804,23,40,1036,48,88.27858293,9.393120393,2.2,2.5,0.22,11871,0.62,45781,84,61,25,2,7.185520362,94.68310727,87.70101277,24.62576375,16,2711,342,74,8248,50.5,8865
Texas,San Jacinto,Texas_San Jacinto,76.8,570,14,115.0238291,15,12,40,4880,853,14,45,39,4136,10,93,9.393120393,2.3,2.5,0.06,10481,0.77,51575,67,20,22,4,9,28,24,19,29,8066,1076,78,29301,50,26384
Texas,San Patricio,Texas_San Patricio,75.7,1081,30,32,15,15,74,10180,7150,24,80,37,8591,64,94,13,2.9,3.1,0.07,11149,0.67,56944,67,45,25,23,5,51,50,18,147,15887,2403,74,67069,49.6,12734
Texas,San Saba,Texas_San Saba,76.9,104,71.92515924,115.0238291,15,13,9,910,842,125.2815804,13,37,967,50,88.27858293,9.393120393,2.5,3.3,0.09,14277,0.87,48349,64,49.10587103,25,2,7.185520362,94.68310727,87.70101277,24.62576375,73,1512,204,80,6039,45.7,3026
Texas,Schleicher,Texas_Schleicher,76.9,42,71.92515924,115.0238291,13,13,376.6380917,380,103,125.2815804,97.09736158,35,413,36,88.27858293,9.393120393,2.8,3.2,0.02,12000,0.53,54471,61,49.10587103,21,1,7.185520362,94.68310727,87.70101277,24.62576375,62,808,111,64,2761,50.2,3461
Texas,Scurry,Texas_Scurry,75.7,268,71.92515924,115.0238291,14,14,17,2340,428,125.2815804,31,37,2241,36,96,9.393120393,2.6,2.8,0.05,10502,0.71,57158,62,39,20,4,7.185520362,15,15,31,66,4799,341,77,16662,46.1,5364
Texas,Shackelford,Texas_Shackelford,80.4,37,71.92515924,115.0238291,13,10,376.6380917,500,182,125.2815804,97.09736158,35,441,30,88.27858293,9.393120393,2.8,3.2,0.02,13252,0.68,64931,50,49.10587103,18,2,7.185520362,94.68310727,87.70101277,0,0,1090,76,80,3300,50.9,3378
Texas,Shelby,Texas_Shelby,74.6,445,25,115.0238291,16,14,46,4530,1905,125.2815804,59,39,4327,88,94,9.393120393,2.8,3,0.09,11046,0.69,41194,75,26,27,4,10,20,22,6,43,7115,909,73,24915,50.4,20214
Texas,Sherman,Texas_Sherman,80.4,30,71.92515924,115.0238291,13,12,376.6380917,440,289,125.2815804,97.09736158,36,516,33,88.27858293,9.393120393,3,3.1,0.03,10244,0.72,66408,60,49.10587103,20,1,7.185520362,94.68310727,87.70101277,24.62576375,85,780,70,81,3027,47.3,3034
Texas,Smith,Texas_Smith,77.4,3163,133,163,13,12,490,33700,17066,63,281,37,33339,155,93,9,2.9,3.1,0.17,9755,0.77,60735,64,43,19,72,5,231,206,18,230,52300,9120,84,235806,51.7,66286
Texas,Somervell,Texas_Somervell,77.7,122,71.92515924,115.0238291,13,11,376.6380917,1590,0,125.2815804,20,36,1035,109,80,9.393120393,3.1,3.1,0,11365,0.52,67984,44,49.10587103,24,3,7.185520362,12,10,24.62576375,65,2635,282,82,9139,50.6,8490
Texas,Starr,Texas_Starr,76,769,33,30,20,21,41,13550,14469,125.2815804,52,37,14433,64,92,10,2.9,3.2,0.23,12962,0.79,35716,90,49.10587103,33,31,5,18,29,24,227,12177,1900,61,64266,51.1,14453
Texas,Stephens,Texas_Stephens,75.7,174,71.92515924,115.0238291,15,12,11,1570,1297,125.2815804,19,38,1344,118,93,9.393120393,2.7,2.8,0.01,9119,0.67,48911,61,37,23,1,7.185520362,11,87.70101277,24.62576375,117,2527,426,77,9334,47.2,3791
Texas,Sterling,Texas_Sterling,76.89593099,1338.271252,71.92515924,115.0238291,13,13,0,100,410,125.2815804,97.09736158,36,148,152,88.27858293,9.393120393,3.1,3.1,0,14468,0.55,68435,43,49.10587103,17,1,7.185520362,94.68310727,87.70101277,24.62576375,138,354,16,89,1315,50,1143
Texas,Stonewall,Texas_Stonewall,76.89593099,26,71.92515924,115.0238291,14,12,376.6380917,230,72,125.2815804,97.09736158,36,138,445,88.27858293,9.393120393,3.007479324,2.980549369,0.01,12063,0.5,59802,53,49.10587103,19,1,7.185520362,94.68310727,87.70101277,0,0,424,20,83,1348,50.9,1490
Texas,Sutton,Texas_Sutton,79.7,56,71.92515924,115.0238291,13,14,376.6380917,480,239,125.2815804,97.09736158,35,505,161,98,9.393120393,3.1,3.3,0.01,12476,0.67,64612,62,49.10587103,18,1,7.185520362,94.68310727,87.70101277,0,74,873,89,55,3738,48.8,776
Texas,Swisher,Texas_Swisher,73.4,133,71.92515924,115.0238291,17,16,6,1320,1112,125.2815804,17,38,1151,41,90,9.393120393,2,2.3,0.12,11724,0.72,39897,72,26,33,2,7.185520362,12,87.70101277,39,20,1881,224,75,7340,46.7,2951
Texas,Tarrant,Texas_Tarrant,78.6,22213,1063,1222,12,12,5984,266980,148852,659,1423,33,286252,96,91,7,2.9,3,0.17,9528,0.84,72064,59,49,24,628,6,1333,1289,16,598,435543,92232,90,2123347,51.1,23304
Texas,Taylor,Texas_Taylor,74.9,2139,73,74,13,12,236,21730,13079,44,156,38,17395,171,92,5,2.9,3.1,0.08,9994,0.8,52974,55,40,21,43,6,143,121,28,275,29409,5360,82,139200,51.2,21085
Texas,Terrell,Texas_Terrell,76.89593099,1338.271252,71.92515924,115.0238291,14,14,376.6380917,90,409,125.2815804,97.09736158,37,76,142,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,19686,0.42,42849,54,49.10587103,32,40.30616369,7.185520362,94.68310727,87.70101277,0,34,404,32,67,702,49.3,984
Texas,Terry,Texas_Terry,73.3,227,11,115.0238291,17,16,25,1940,2583,125.2815804,16,38,1995,49,90,9.393120393,2.4,2.5,0.08,10732,0.74,47292,74,25,26,2,7.185520362,14,87.70101277,37,154,2593,628,75,12183,46.9,3121
Texas,Throckmorton,Texas_Throckmorton,76.89593099,27,71.92515924,115.0238291,13,11,0,270,528,125.2815804,97.09736158,36,196,67,88.27858293,9.393120393,3.007479324,2.8,0.03,13820,0.54,46820,59,49.10587103,24,1,7.185520362,94.68310727,87.70101277,0,0,523,70,77,1487,51.8,1641
Texas,Titus,Texas_Titus,76.2,470,12,115.0238291,15,14,35,5000,4546,125.2815804,45,37,5552,112,98,11,3,3.2,0.08,9787,0.72,52973,71,39,21,6,5,26,25,13,123,7525,1099,79,32926,51.1,16347
Texas,Tom Green,Texas_Tom Green,76.8,1627,55,57,13,12,135,16620,11501,31,113,36,14171,106,90,5,2.8,2.9,0.09,10110,0.73,55990,53,46,21,53,4,100,88,30,223,28175,4508,80,120010,50.1,17240
Texas,Travis,Texas_Travis,81.4,9652,396,461,10,10,5059,156910,54184,543,846,32,153927,108,93,5,3,3.2,0.22,10008,0.83,82605,51,50,22,543,3,777,527,21,674,260455,71818,91,1300503,49.5,55961
Texas,Trinity,Texas_Trinity,74.3,364,71.92515924,115.0238291,15,12,31,2750,1136,125.2815804,37,38,1923,47,92,9.393120393,2.6,2.7,0.07,11907,0.79,47685,74,48,24,4,7.185520362,17,16,18,0,4658,380,72,14883,51.6,11265
Texas,Tyler,Texas_Tyler,74.9,462,13,115.0238291,15,11,74,3950,3517,19,44,38,2494,42,91,20,2.7,2.9,0.11,10497,0.72,48809,62,51,23,6,7.185520362,24,16,24.62576375,36,5895,661,73,21591,46.6,17006
Texas,Upshur,Texas_Upshur,75.7,734,27,25,14,11,34,6810,1335,11,70,37,5126,7,94,13,2.9,3,0.05,10944,0.62,58231,62,42,20,6,7,38,41,5,49,11087,1436,83,42166,50.8,31172
Texas,Upton,Texas_Upton,75.9,62,71.92515924,115.0238291,14,14,376.6380917,420,287,125.2815804,97.09736158,37,456,110,88.27858293,9.393120393,2.8,3.1,0.1,17366,0.59,59593,60,37,23,1,7.185520362,94.68310727,87.70101277,24.62576375,14,1034,70,61,3623,49.7,3355
Texas,Uvalde,Texas_Uvalde,76,402,19,115.0238291,15,16,26,3820,6617,125.2815804,34,37,4429,79,85,11,2.5,2.7,0.15,11316,0.66,49275,76,79,21,11,7.185520362,21,15,29,153,6185,729,70,26742,50.8,8287
Texas,Val Verde,Texas_Val Verde,76.8,632,16,20,16,17,46,7230,10555,125.2815804,39,38,7856,69,86,9,2.5,2.7,0.12,11125,0.74,54346,71,65,19,15,7.185520362,26,23,22,169,10623,1713,67,49028,48.9,4965
Texas,Van Zandt,Texas_Van Zandt,76.1,942,35,27,14,11,56,8780,5611,14,110,36,8697,33,95,12,2.9,3,0.03,9592,0.75,57891,54,51,20,14,6,51,50,5,34,16185,1620,77,57533,51.1,39444
Texas,Victoria,Texas_Victoria,77.3,1287,39,48,14,14,129,13240,7688,20,124,36,12388,104,89,9,2.5,2.7,0.07,10209,0.64,53583,65,34,23,37,5,88,79,39,247,21872,3382,73,91936,51,23110
Texas,Walker,Texas_Walker,78.1,910,21,115.0238291,14,14,664,10940,4260,21,75,40,7461,58,81,17,2.6,2.7,0.04,9567,0.83,43002,54,27,37,21,3,47,28,26,198,11677,4152,83,72164,42.5,30933
Texas,Waller,Texas_Waller,78.7,590,22,28,14,13,67,6960,4776,15,63,38,8563,3,96,9.393120393,2.7,3,0.11,11335,0.86,69460,69,59,23,17,4,37,30,6,76,10798,1629,79,57452,50.4,26632
Texas,Ward,Texas_Ward,74.8,190,71.92515924,115.0238291,14,14,8,1310,281,125.2815804,33,37,1659,91,96,9.393120393,2.5,2.8,0.01,9822,0.59,57257,47,9,24,3,7.185520362,94.68310727,87.70101277,35,153,3058,344,77,12097,49.4,2972
Texas,Washington,Texas_Washington,79,452,24,20,13,11,47,4940,2454,10,54,37,3973,67,92,9.393120393,2.9,3.1,0.02,10972,0.76,62667,57,41,23,11,7.185520362,17,18,16,115,9817,1409,77,35771,51.2,18036
Texas,Webb,Texas_Webb,78.5,2592,159,176,17,18,509,43300,24206,102,182,38,61059,58,94,8,2.9,3.2,0.12,15139,0.72,56588,83,71,21,93,5,84,81,33,420,48093,11124,72,277681,50.7,6507
Texas,Wharton,Texas_Wharton,76.4,646,19,26,15,14,78,6200,1974,21,56,38,6971,86,94,9.393120393,2.8,3,0.08,10028,0.8,55887,66,33,28,15,4,37,31,25,91,10116,1726,77,41685,50.8,20597
Texas,Wheeler,Texas_Wheeler,74.5,99,71.92515924,115.0238291,15,12,5,890,168,125.2815804,12,37,796,121,88.27858293,9.393120393,2.9,3.3,0.1,14827,0.57,49838,55,43,26,1,7.185520362,94.68310727,87.70101277,24.62576375,10,1449,134,77,4946,49.9,5410
Texas,Wichita,Texas_Wichita,75.2,2138,93,89,14,12,156,22340,14843,54,122,39,15162,127,97,8,2.7,2.8,0.1,10174,0.8,54659,60,44,21,46,4,122,87,42,309,29577,6159,81,133205,48.3,14027
Texas,Wilbarger,Texas_Wilbarger,74,256,11,115.0238291,16,14,376.6380917,2440,2110,125.2815804,20,39,1884,56,92,9.393120393,2.6,2.7,0.02,11660,0.8,51774,64,16,22,7,7.185520362,11,10,24,124,2973,534,70,12552,50.7,2963
Texas,Willacy,Texas_Willacy,75.7,322,11,115.0238291,19,20,112,4050,5675,125.2815804,29,39,2947,61,92,9.393120393,2.8,3,0.08,13568,0.72,40190,87,49.10587103,29,8,7.185520362,13,87.70101277,23,67,3939,410,67,21161,44.7,7653
Texas,Williamson,Texas_Williamson,81.6,4314,175,192,10,9,846,60430,36732,121,325,34,52194,78,95,7,3.1,3.2,0.1,9824,0.75,91507,29,41,18,273,2,381,271,12,234,128240,19466,94,617855,50.6,50679
Texas,Wilson,Texas_Wilson,79.2,585,32,115.0238291,12,12,50,5350,686,13,72,36,5669,50,95,10,2.9,3.1,0.07,9600,0.71,74529,42,36,21,17,12,34,60,14,65,13943,1434,86,52023,49.8,36850
Texas,Winkler,Texas_Winkler,72.5,139,10,115.0238291,15,15,6,890,102,125.2815804,33,37,1110,51,96,9.393120393,2.4,2.5,0.1,14474,0.67,77960,53,40,18,1,7.185520362,14,12,23,95,2119,142,79,7887,48.1,1289
Texas,Wise,Texas_Wise,76.4,1029,37,29,13,11,58,9520,1900,25,115,36,10200,87,94,11,2.9,3,0.06,10225,0.77,71636,47,63,23,22,3,64,53,11,66,17720,2035,82,71084,50,42635
Texas,Wood,Texas_Wood,76.2,900,14,115.0238291,14,11,72,7520,3714,12,92,37,5809,69,97,9.393120393,2.9,3,0.06,10112,0.75,61886,61,64,19,12,5,42,35,17,42,13609,1714,80,46291,50.4,31137
Texas,Yoakum,Texas_Yoakum,75.6,115,71.92515924,115.0238291,15,14,376.6380917,780,423,125.2815804,28,36,1411,57,96,9.393120393,2.5,2.2,0.03,11764,0.45,67132,59,49.10587103,18,2,7.185520362,94.68310727,87.70101277,24.62576375,0,2010,257,84,8702,48.9,2941
Texas,Young,Texas_Young,74,347,11,115.0238291,14,11,7,2570,2540,125.2815804,32,37,2604,78,96,9.393120393,2.7,2.8,0.01,11155,0.62,54569,59,36,21,8,7.185520362,24,17,12,57,5547,739,80,17904,50.2,6227
Texas,Zapata,Texas_Zapata,77.8,167,71.92515924,115.0238291,19,19,12,2780,1181,125.2815804,11,39,2937,35,92,9.393120393,2.7,3,0.086431034,10473,0.84,39876,85,49.10587103,30,5,7.185520362,94.68310727,87.70101277,51,84,3287,522,62,14172,50.1,3299
Texas,Zavala,Texas_Zavala,73.9,189,71.92515924,115.0238291,20,21,10,2590,2692,125.2815804,19,39,1788,84,89,9.393120393,2.2,2.3,0.09,11414,0.72,34898,86,49.10587103,29,7,7.185520362,94.68310727,87.70101277,9,123,2710,352,62,11840,48.9,4441
Utah,Beaver,Utah_Beaver,78.5,67,71.92515924,115.0238291,13,9,376.6380917,760,280,125.2815804,97.09736158,34,525,118,88.27858293,9.393120393,3.7,3.5,0.03,10263,0.69,61858,44,49.10587103,21,2,7.185520362,12,10,28,58,1805,135,75,6761,49,3747
Utah,Box Elder,Utah_Box Elder,78.8,527,28,27,12,9,29,5820,2552,32,41,37,3590,42,88.27858293,8,3.2,3.1,0.02,8168,0.69,73926,34,49.10587103,18,3,7.185520362,60,34,32,217,13614,1695,89,57007,49.2,15542
Utah,Cache,Utah_Cache,81.3,750,61,67,12,9,47,15230,9608,41,77,33,8130,65,88.27858293,4,3.4,3.4,0.07,8095,0.68,65391,36,70,21,12,1,103,51,38,177,24772,4611,89,130004,50.1,17673
Utah,Carbon,Utah_Carbon,75.6,307,11,115.0238291,14,10,16,3090,1934,16,22,36,1231,106,88.27858293,9.393120393,3.2,3.4,0.02,9346,0.6,51902,47,65,26,3,7.185520362,25,22,61,186,5637,1005,80,20760,50.3,7216
Utah,Daggett,Utah_Daggett,76.89593099,1338.271252,71.92515924,115.0238291,11,8,0,50,163,125.2815804,97.09736158,33,45,97,88.27858293,9.393120393,3.007479324,2.980549369,0.086431034,18684,0.51,63461,21,49.10587103,30,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,0,120,9,93,1026,44.1,1059
Utah,Davis,Utah_Davis,80.2,2479,181,190,11,9,202,31440,14213,156,159,32,19182,62,88.27858293,4,3.3,3.3,0.05,7622,0.66,92253,19,57,15,34,1,320,169,20,663,83205,7490,92,359232,49.4,2818
Utah,Duchesne,Utah_Duchesne,76.2,239,71.92515924,115.0238291,14,10,9,2800,1250,12,35,34,1781,111,88.27858293,18,2.9,2.9,0.04,9018,0.57,61709,40,49.10587103,20,1,7.185520362,35,26,52,78,5210,724,86,19894,49.4,12692
Utah,Emery,Utah_Emery,76.7,142,71.92515924,115.0238291,13,9,376.6380917,1390,1263,14,13,33,583,49,88.27858293,9.393120393,3.1,3.1,0.22,11348,0.53,64144,48,49.10587103,23,40.30616369,7.185520362,15,15,33,48,2811,145,82,10147,49.2,8083
Utah,Garfield,Utah_Garfield,77.7,61,71.92515924,115.0238291,13,9,376.6380917,820,1118,125.2815804,97.09736158,34,453,79,88.27858293,9.393120393,3.1,3.1,0.13,11108,0.7,47638,46,49.10587103,25,1,7.185520362,11,10,32,22,1453,223,79,5050,48.2,5172
Utah,Grand,Utah_Grand,79.4,125,71.92515924,115.0238291,12,9,8,1270,230,125.2815804,16,33,1020,92,88.27858293,9.393120393,2.7,2.5,0.01,11491,0.76,58852,38,49.10587103,25,2,7.185520362,16,87.70101277,44,160,2912,672,90,9796,50.2,2342
Utah,Iron,Utah_Iron,79.3,491,34,36,13,10,22,7170,8119,21,37,34,4386,56,88.27858293,8,3.2,3.1,0.03,7509,0.75,52942,42,81,27,6,7.185520362,57,41,35,294,11340,1763,85,56814,50,10412
Utah,Juab,Utah_Juab,77.7,125,10,115.0238291,13,9,376.6380917,1410,1334,125.2815804,12,34,796,25,88.27858293,9.393120393,3.1,3,0.63,12660,0.71,70086,37,49.10587103,19,3,7.185520362,23,14,23,159,2722,195,83,12122,48.6,4454
Utah,Kane,Utah_Kane,79.7,96,71.92515924,115.0238291,12,9,6,1050,1024,125.2815804,15,34,435,76,88.27858293,9.393120393,3.4,3.3,0.1,11663,0.85,58352,39,49.10587103,19,40.30616369,7.185520362,12,87.70101277,42,60,2196,191,81,7914,50.1,3913
Utah,Millard,Utah_Millard,79.7,135,71.92515924,115.0238291,13,10,10,1610,629,11,18,34,1104,60,88.27858293,9.393120393,2.8,2.8,0.02,10579,0.69,60316,49,49.10587103,23,3,7.185520362,15,12,27,32,3160,217,82,13327,48.8,9245
Utah,Morgan,Utah_Morgan,80.7,71,71.92515924,115.0238291,10,7,376.6380917,900,5,125.2815804,97.09736158,30,525,40,88.27858293,9.393120393,3.3,3.4,0.02,6354,0.53,103746,12,49.10587103,16,40.30616369,7.185520362,94.68310727,87.70101277,9,33,3039,173,96,12462,48.4,5951
Utah,Piute,Utah_Piute,76.89593099,23,71.92515924,115.0238291,14,10,376.6380917,330,744,125.2815804,97.09736158,34,100,0,88.27858293,9.393120393,3.007479324,2.980549369,0.06,17409,0.68,47206,62,49.10587103,19,40.30616369,7.185520362,94.68310727,87.70101277,24.62576375,20,525,79,69,1473,48.7,1556
