State,County,State_County,Premature_death,Percentage_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percentage_Low_birthweight,Percentage_Smokers,Percentage_Adults_with_Obesity,Food_Environment_Index,Percentage_Physically_Inactive,Percentage_With_Access_to_Exercise_Opportunities,Alcohol_impaired_driving_deaths,Sexually_transmitted_infections_Chlamydia_Cases,Teen_Birth_Rate,Uninsured,Primary_care_physicians,Dentists,Mental_health_providers,Preventable_Hospitalization_Rate,Percentage_With_Annual_Mammogram,Percentage_Vaccinated,High_school_completion,Some_college,Unemployment,Percentage_Children_in_Poverty,Income_inequality_80th_Percentile_Income,Children_in_single-parent_households,Social_associations,Annual_Average_Violent_Crimes,Injury_deaths,Air_pollution_particulate_matter_Average_Daily_PM,Percentage_Severe_Housing_Problems,Percentage_Drive_Alone_to_Work,Workers_Drive_Alone_to_Work,Life_expectancy,Deaths_Premature_age_adjusted_mortality,Child_mortality_deaths,Infant_mortality_deaths,percentage_Frequent_Physical_Distress,percentage_Adults_with_Diabetes,HIV_Cases,Food_insecurity,Limited_access_to_healthy_foods,Drug_overdose_deaths,Motor_vehicle_crash_deaths,percentage_Insufficient_Sleep,Uninsured_adults,Other_Primary_Care_Provider_Rate,High_School_Graduation_Rate,percentage_Disconnected_Youth,Average_Grade_Performance_Reading_scores,Average_Grade_Performance_Math_scores,Segregation_index_School_segregation,Spending_perpupil_School_funding_adequacy,Gender_pay_gap,Median_household_income,percentage_Enrolled_in_Free_or_Reduced_Lunch_Children_eligible_for_free_or_reduced_price_lunch,Segregation_index_Residential_segregation_Black_white,percentage_household_income_required_for_childcare_expenses_Childcare_cost_burden,Childcare_centers,Homicide_Rate,Suicides,Firearm_fatalities,Juvenile_Arrest_Rate,Traffic_Volume,Homeowners,Severe_housing_cost_burden,percentage_Broadband_Access,Population,percentage_female,rural_residents
Florida,Lake,Florida_Lake,5561,21,4.5,5,9,19,32,7.4,29,86,81,1259,22,41405,237,182,382,3584,52,52,237685,46592,13645,14,105613,15734,275,952,2127,8.1,14,79,145321,78.6,5561,145,157,14,11,1042,41140,35183,251,455,40,36843,106,87,7,3.3,3.4,0.06,8945,0.84,58501,41,40,27,82,4,365,287,24,210,103269,17170,88,375492,51.6,57194
Florida,Lee,Florida_Lee,9790,21,4.4,4.8,8,17,30,7.4,27,88,124,3136,21,96245,501,398,990,3501,52,53,509868,87613,25256,15,113507,34675,455,2432,3707,7.4,17,78,316659,82.4,9790,260,269,14,10,2212,85350,74222,767,729,37,84559,117,84,7,3.2,3.2,0.11,9657,0.89,66140,48,60,26,156,5,611,505,21,248,209905,43921,87,790767,51.1,36013
Florida,Leon,Florida_Leon,3146,18,4.4,5,10,17,31,7.4,25,83,50,3379,11,28530,254,149,726,4273,41,42,163114,57288,8743,22,113728,18873,394,2123,847,7.3,20,79,145152,78.7,3146,142,161,13,11,1302,36930,25892,99,207,38,25483,164,92,5,3.3,3.4,0.18,9439,0.83,61403,41,46,26,108,6,171,173,33,334,61283,21141,89,295460,52.8,33911
Florida,Levy,Florida_Levy,872,26,5.3,5.8,10,25,37,7.2,34,50,34,243,28,5879,7,10,17,4964,43,38,25983,3891,1001,27,75056,1910,30,420,254,7.8,14,81,15089,75.4,872,21,23,18,12,89,6610,1718,30,112,40,5176,78,89,9.393120393,3,3.1,0.04,9573,0.9,41894,63,50,32,15,6,33,33,38,46,13482,1707,71,42214,51.1,37557
Florida,Liberty,Florida_Liberty,137,28,5.4,5.6,8,26,35,6.9,34,21,4,28,40,738,84.03515233,2,26,5024,40,24,4781,697,125,25,84086,400,6,5,35,7.8,11,80,2497,75.7,137,71.92515924,115.0238291,18,13,14,1260,842,125.2815804,12,39,633,60,88,9.393120393,3.4,3.5,0.07,13278,1.12,46734,45,86,28,2,7.185520362,94.68310727,87.70101277,31,18,1977,272,68,8364,38.1,8365
Florida,Madison,Florida_Madison,382,28,5.5,5.7,13,24,37,6.4,36,46,7,95,27,2095,2,5,11,5918,42,37,10976,2072,459,30,76769,1490,22,162,82,8,18,85,6086,74,382,11,115.0238291,18,14,112,3090,2227,11,26,42,1847,86,83,31,3.1,3.2,0.15,10331,0.78,41650,54,42,32,8,10,13,15,31,4,4997,1060,62,18707,47.1,15381
Florida,Manatee,Florida_Manatee,5528,20,4.3,4.9,8,17,30,8,26,86,74,1722,25,48162,238,233,474,3436,46,49,264641,47784,11925,16,119495,18647,275,1874,1977,7.9,16,77,162696,81.3,5528,142,133,14,10,1088,44200,19827,356,414,37,43236,100,83,8,3,3.1,0.11,10248,0.87,63328,50,54,26,104,6,362,302,30,340,110989,21138,86,411219,51.8,18693
Florida,Marion,Florida_Marion,7142,23,4.8,5.2,9,21,34,7,30,68,127,1761,30,42094,219,161,388,3945,48,45,236527,36965,9760,22,90086,22484,264,1296,2854,8.1,14,80,130351,75.6,7142,200,206,15,11,1085,48840,39345,436,581,40,37694,120,84,10,2.9,2.9,0.06,9760,0.84,48553,62,49,31,89,7,400,359,36,120,109169,17885,84,373513,52,102796
Florida,Martin,Florida_Martin,2018,18,4.1,4.7,7,17,24,7.7,26,96,34,351,16,17411,105,123,355,4070,49,51,113727,18214,4384,17,132005,6271,157,375,758,7.6,16,78,65995,81.8,2018,48,49,13,9,362,17660,14984,144,140,36,15317,155,87,5,3.2,3.3,0.14,10030,0.84,72736,42,61,25,36,3,162,105,25,226,51489,8920,87,162088,50.8,12403
Florida,Miami-Dade,Florida_Miami-Dade,25969,26,4.5,4.4,8,14,30,8.7,34,97,154,14680,14,428190,2243,1929,5124,5721,29,29,1576177,474910,103681,20,114239,173045,1343,16263,7235,8.7,30,76,1302098,81.6,25969,928,1036,15,14,26597,276980,45403,930,2226,39,390264,170,86,7,3.3,3.4,0.33,9888,0.86,59259,68,71,25,1215,8,1279,1495,11,1278,465833,220396,80,2707303,51.3,10095
Florida,Monroe,Florida_Monroe,1182,19,4,4.5,6,17,30,7.9,27,78,17,206,14,12047,52,49,190,3138,37,41,54184,11420,3532,15,141745,2672,98,337,429,8.3,24,68,40129,81.5,1182,16,21,12,10,539,8080,6644,71,91,38,10547,93,86,9.393120393,3.3,3.3,0.08,13904,0.87,68584,48,51,24,22,4,120,72,28,395,19388,6983,86,73900,48.1,6369
Florida,Nassau,Florida_Nassau,1433,17,4.1,5,8,19,30,7.4,26,68,27,244,21,8114,42,30,115,3243,48,51,57906,11781,2347,12,132940,3836,90,130,440,8.2,12,85,37823,77.6,1433,41,32,13,9,138,9710,8891,76,126,37,6977,82,92,7,3.6,3.6,0.04,9363,0.74,75123,45,49,22,28,6,89,70,14,94,27444,3469,90,91113,50.8,35298
Florida,Okaloosa,Florida_Okaloosa,2852,18,4.2,4.9,8,18,28,7.3,26,74,30,1197,24,24981,157,174,369,4384,41,37,131979,40212,5281,14,121089,10188,183,790,897,8.4,14,80,101044,77.4,2852,102,105,13,10,456,25060,20079,180,214,39,21735,132,88,6,3.4,3.5,0.05,9316,0.76,65977,43,36,23,68,5,209,170,33,294,52273,9941,87,212820,49.2,21878
Florida,Okeechobee,Florida_Okeechobee,792,29,5.4,5.4,7,24,37,5.3,40,70,26,169,45,6699,18,18,26,7544,39,38,23514,4374,921,25,95200,2117,27,154,219,7.3,14,81,15417,75.9,792,24,22,18,14,103,6050,10915,36,93,41,5899,83,76,24,3.1,3.3,0.02,9223,0.89,48028,62,49,34,12,6,36,26,62,132,10921,1362,68,42297,46.3,14618
Florida,Orange,Florida_Orange,13516,22,4.3,4.6,9,15,34,8,30,91,203,10365,16,183226,1281,718,3644,4747,34,43,821198,295995,78496,17,121471,82977,979,8345,4425,6.8,21,77,686202,80.2,13516,641,714,14,12,8881,150730,82280,895,1092,41,164386,158,88,6,3.2,3.3,0.16,10173,0.83,69074,55,53,25,466,8,693,789,27,564,262241,81202,90,1404396,51,23402
Florida,Osceola,Florida_Osceola,4070,25,4.6,4.6,8,16,36,7.2,32,79,68,2028,20,51986,163,115,626,5804,37,39,207380,65058,25155,18,101444,23254,164,1374,1186,8.1,21,78,169495,79.3,4070,153,150,15,14,1380,38980,39985,245,329,37,45992,87,90,11,3.1,3,0.08,8841,0.88,63018,47,29,27,73,5,212,175,20,315,70613,20471,87,385315,50.7,21014
Florida,Palm Beach,Florida_Palm Beach,16270,20,4.1,4.6,9,15,27,8.4,24,94,133,6304,15,199201,1187,1134,3596,3579,49,52,965949,223326,54434,16,135605,73638,960,6420,6838,6.2,22,76,671186,82.2,16270,453,470,13,10,8024,154670,54523,1433,1298,38,177107,131,87,6,3.2,3.4,0.18,10366,0.85,68200,58,55,30,410,6,1090,912,22,704,391273,106568,87,1507600,51.6,13763
Florida,Pasco,Florida_Pasco,9365,21,4.5,5,8,21,28,7.2,28,83,87,1716,18,66501,305,195,512,4256,42,46,352776,78002,17142,16,106361,26430,299,1502,3013,8.3,14,78,221330,77.4,9365,203,197,14,10,1225,66920,56097,659,665,39,59343,98,89,8,3.2,3.2,0.04,8870,0.86,52332,54,43,32,112,3,541,363,24,194,153406,26699,84,570412,51.4,43990
Florida,Pinellas,Florida_Pinellas,16105,19,4.2,4.9,8,19,30,7.9,23,97,138,4576,17,110535,852,723,2210,4237,43,47,687314,153922,34064,16,114528,48950,728,4412,5365,7.5,18,77,453293,78.8,16105,289,353,13,10,4703,121620,46935,1195,883,38,100352,147,88,7,3.1,3.3,0.12,9952,0.87,61532,47,61,33,377,5,972,639,38,599,281412,63684,85,976802,52,2603
Florida,Polk,Florida_Polk,10775,24,4.8,5.1,9,18,37,7,33,74,159,3877,25,95885,336,262,779,5364,47,45,418991,95329,28647,22,98685,43066,526,2204,2916,7.2,17,82,291976,78.1,10775,367,411,15,12,2581,88770,80929,502,917,40,85620,90,81,10,3.1,3.2,0.07,9900,0.84,54591,49,41,26,220,5,527,429,36,260,167295,31847,76,744552,51,81346
Florida,Putnam,Florida_Putnam,1728,27,5.6,5.9,11,27,37,6.9,36,41,61,395,40,9959,30,22,48,6951,47,40,43620,5969,2092,33,74625,5214,72,388,520,7.7,17,81,26140,73.1,1728,64,56,19,13,254,12210,4984,48,220,41,8958,68,86,18,2.9,3,0.14,10250,0.8,36527,69,42,33,22,9,91,88,33,98,21286,3468,76,74815,50.7,41765
Florida,St. Johns,Florida_St. Johns,2647,15,3.7,4.6,7,16,27,8.5,22,91,37,673,8,22830,265,140,349,3202,53,52,172149,43456,7071,9,164636,8569,159,509,915,8.3,12,77,115303,81.8,2647,68,73,11,8,359,22900,10407,117,241,34,18812,80,94,3,3.7,3.7,0.04,8661,0.71,94343,18,52,22,58,3,246,159,14,165,74318,10366,90,278715,51.3,45179
Florida,St. Lucie,Florida_St. Lucie,4679,22,4.6,5,9,18,32,7.1,29,76,62,1381,18,44138,115,136,587,5188,46,45,204257,41334,11303,21,104468,17042,165,888,1307,7.5,18,80,135435,80,4679,112,111,15,11,1722,36550,42274,233,316,40,38653,93,90,7,3,3.1,0.04,9425,0.83,59023,56,44,27,74,6,243,215,30,308,89045,17883,88,337186,51.2,9326
Florida,Santa Rosa,Florida_Santa Rosa,2563,18,4.2,5,8,19,31,7.6,26,77,13,551,19,17956,102,54,146,4282,42,39,115322,31845,4299,12,123830,7691,128,244,693,8.8,12,80,77401,77.3,2563,84,72,13,9,247,20200,14398,122,167,39,15568,79,89,6,3.4,3.5,0.03,8967,0.73,71583,41,42,20,37,4,197,142,22,173,50670,7066,91,189139,49,31772
Florida,Sarasota,Florida_Sarasota,5998,16,4,4.7,7,17,27,7.9,23,89,87,1128,15,43250,329,324,834,2948,52,54,319462,44576,12589,14,127276,15474,375,965,2095,6.7,16,80,171211,81.5,5998,98,97,12,9,992,47540,26981,368,360,35,38882,122,89,3,3.5,3.5,0.09,11595,0.8,66138,45,61,30,121,3,451,278,16,301,144135,26570,87,443465,52.4,16394
Florida,Seminole,Florida_Seminole,4837,17,3.9,4.5,8,14,29,8.3,23,90,38,1994,11,45093,368,295,840,4674,35,47,312076,104731,17167,10,131941,20957,322,1603,1660,6.5,17,79,237029,80.5,4837,180,181,12,10,1297,46720,25902,312,332,38,39982,93,93,3,3.4,3.5,0.06,8634,0.82,71930,47,38,27,146,4,308,251,27,371,117211,24848,91,474171,51.6,13348
Florida,Sumter,Florida_Sumter,2107,17,4,4.6,10,17,30,8,24,82,16,202,38,5957,53,42,63,3959,53,50,107640,6060,2534,35,104246,2794,63,250,828,8,11,73,25378,80.2,2107,33,37,12,10,261,14570,5594,68,122,39,5210,66,87,16,3.4,3.4,0.07,9925,0.89,60278,48,66,27,23,3,109,83,35,79,52354,6412,87,139018,50.4,32664
Florida,Suwannee,Florida_Suwannee,820,24,5,5.4,9,23,36,7.6,32,47,23,235,35,5457,5,8,30,6005,41,35,26215,4147,1000,28,85694,3233,37,228,225,7.8,17,78,16811,75.6,820,30,27,16,12,157,6190,2233,20,93,41,4760,60,94,9.393120393,3.2,3.3,0.04,9547,0.89,46264,58,65,25,14,4,49,43,35,38,11641,1481,80,44851,48.7,34557
Florida,Taylor,Florida_Taylor,475,28,5.4,5.7,10,28,37,6.2,35,62,13,93,41,2149,7,6,7,4398,36,34,12951,1889,510,26,83537,1482,29,209,129,7.7,11,85,6045,74.3,475,71.92515924,115.0238291,19,12,141,3510,3329,11,36,41,1857,97,83,9.393120393,3.1,3.3,0.02,10185,0.85,45527,58,59,25,12,10,22,26,43,66,5598,572,74,21600,45.5,15637
Florida,Union,Florida_Union,558,26,5.3,5.5,10,27,38,6,32,7,5,70,35,1046,4,5,12,4060,46,39,8650,1537,216,20,97386,691,6,42,82,7.7,16,82,3890,67.2,558,10,115.0238291,17,13,283,2280,3029,15,20,45,841,46,83,9.393120393,3.4,3.5,0.01,8936,0.9,49313,46,34,26,2,7.185520362,20,11,31,32,2826,329,76,15182,35.5,10478
Florida,Volusia,Florida_Volusia,10093,21,4.5,5.1,9,21,29,7.2,28,83,136,2046,20,66872,371,272,867,4057,47,45,368220,75713,18975,14,101323,27753,418,2201,3080,7.2,17,80,230896,76.6,10093,186,205,14,11,1812,71190,53616,693,721,40,59980,107,85,6,3.2,3.2,0.12,8908,0.83,55463,60,53,28,175,5,600,447,40,283,156968,33051,83,561497,51.3,49179
Florida,Wakulla,Florida_Wakulla,518,20,4.6,5.3,8,21,35,8.3,28,76,20,165,24,3131,11,4,24,4543,36,37,21001,4524,669,16,113490,1039,30,69,148,8,10,85,14404,76.1,518,16,115.0238291,14,10,104,3640,996,12,59,39,2684,35,92,9.393120393,3.3,3.3,0.01,8899,0.92,64671,54.38782778,24,21,7,5,31,30,25,37,9603,797,84,34319,46.1,18982
Florida,Walton,Florida_Walton,1124,20,4.4,5.2,8,21,32,7.3,26,65,33,202,29,9397,36,37,62,4036,37,40,46664,10204,1887,18,119114,3724,82,230,287,8.3,17,75,31312,78.4,1124,22,28,14,10,84,9010,5545,47,87,40,7937,82,89,9.393120393,3.4,3.4,0.04,10132,0.9,74108,48,60,22,17,3,61,43,18,80,21774,3579,86,76648,49.7,34746
Florida,Washington,Florida_Washington,570,28,5.6,5.9,9,26,37,5.4,35,51,5,112,38,3248,5,9,6,4984,32,32,14980,2732,549,29,76496,1892,25,47,133,8.2,12,88,8778,72.8,570,12,115.0238291,19,13,152,4200,5407,19,42,43,2854,85,80,9.393120393,3.4,3.5,0.01,10273,0.79,44661,52,41,31,6,10,31,25,20,36,7130,881,80,25932,45.9,21050
Georgia,Appling,Georgia_Appling,379,28,5.5,5.9,10,25,37,5.6,38,27,7,78,49,3001,6,2,15,4999,32,32,9530,2140,431,30,84231,1558,22,70,88,8.2,11,83,7397,73.9,379,14,115.0238291,18,14,34,2790,4232,125.2815804,38,41,2581,153,90,9.393120393,2.8,2.8,0.03,11153,0.67,44871,90,32,21,6,7.185520362,11,12,24.62576375,63,4976,699,62,18325,50.2,13028
Georgia,Atkinson,Georgia_Atkinson,154,32,5.9,5.9,8,26,38,6.1,42,55.14122635,1,50,57,1615,84.03515233,1,316.050034,5385,35,37,3574,756,172,34,79039,758,5,408.619451,40,8.1,12,81,3386,73.1,154,13,115.0238291,20,16,21,1390,1252,125.2815804,15,39,1408,48,93,9.393120393,3.1,3.1,0.01,11034,0.95,39633,85,24,24,2,17,94.68310727,10,24.62576375,63,2109,259,67,8393,49.2,8375
Georgia,Bacon,Georgia_Bacon,241,27,5.6,6,10,25,38,7.5,38,55,5,51,38,1743,7,3,1,10029,34,31,6041,1054,227,29,85877,987,10,408.619451,46,8,13,84,4092,72.5,241,71.92515924,115.0238291,18,14,44,1860,145,125.2815804,25,40,1502,72,93,9.393120393,2.8,2.7,0.01,11113,0.65,41756,74,31,23,4,7.185520362,94.68310727,14,24.62576375,33,2792,489,73,11036,51.1,7688
Georgia,Baker,Georgia_Baker,1436.113089,25,5,5.5,11,23,38,4.7,36,55.14122635,4,593.7559524,19,411,84.03515233,0,1,4043.9236,50,29,1907,213,69,40,92563,167,0,408.619451,16,8.4,14,90,1003,79.8,50,71.92515924,115.0238291,16,14,9,540,968,125.2815804,97.09736158,42,365,101,88.27858293,9.393120393,2.4,2.3,0.086431034,19039,0.6,43696,100,14,22,2,7.185520362,94.68310727,87.70101277,24.62576375,0,990,131,48,2971,50.4,3451
Georgia,Baldwin,Georgia_Baldwin,794,24,4.9,5.5,11,23,40,6.7,33,50,8,328,14,5396,20,16,73,4101,45,42,24329,6332,1219,31,91721,3516,34,316,162,9.2,21,86,17745,74.4,794,24,26,16,14,131,6600,5889,125.2815804,60,42,4849,111,91,9.393120393,2.5,2.4,0.02,11169,0.7,49350,93,22,23,28,12,28,47,24.62576375,134,9920,3149,80,45099,49.4,16066
Georgia,Banks,Georgia_Banks,302,24,5.1,5.8,8,24,34,8.1,35,38,1,29,24,3350,4,1,316.050034,5438,40,46,9872,2421,419,17,92943,843,15,36,81,8.6,11,80,7988,76.1,302,19,20,16,12,18,2540,160,11,35,39,2935,57,88,9.393120393,2.9,3,0.13,11232,0.76,62836,61,39,15,8,7.185520362,16,13,24.62576375,17,5144,597,73,19352,49,17260
Georgia,Barrow,Georgia_Barrow,1162,21,4.5,5.2,8,21,33,7.5,34,59,14,258,20,12872,20,15,23,4750,39,49,46400,13533,2055,13,109201,4985,54,370,302,9.4,13,82,38779,76.6,1162,44,39,14,12,129,9010,7846,43,93,39,11254,34,88,7,3.1,2.9,0.01,10298,0.84,64460,53,29,18,27,4,73,50,24.62576375,80,20915,2884,89,85588,51,20853
Georgia,Bartow,Georgia_Bartow,1776,22,4.7,5.4,8,21,32,7.1,32,52,17,491,28,16360,43,37,134,5031,40,50,61357,15478,3107,15,110103,5652,78,477,446,9.7,14,81,48547,75.4,1776,59,56,15,11,209,13800,11712,75,131,38,14303,99,89,8,3.1,3,0.05,10232,0.78,64980,54,41,17,38,5,95,89,12,156,25704,4142,80,109426,50.7,35283
Georgia,Ben Hill,Georgia_Ben Hill,433,27,5.4,5.9,14,24,39,5.9,39,51,4,131,51,2279,9,8,6,5257,42,37,9483,1727,377,33,64659,1874,12,63,81,8.2,13,89,6624,71,433,10,20,18,15,15,3190,2321,125.2815804,26,41,2010,108,89,9.393120393,2.7,2.4,0,11060,0.78,39305,83,30,24,10,10,16,20,24.62576375,83,3806,871,60,16614,53,5996
Georgia,Berrien,Georgia_Berrien,407,26,5.4,6,12,26,37,6.3,38,34,3,89,42,3313,4,2,4,4767,39,41,10553,2135,428,27,80559,1113,11,43,84,8.3,14,86,7579,73.9,407,15,115.0238291,18,13,51,3470,2005,11,23,40,2956,46,87,9.393120393,3.2,3.1,0.01,9734,0.81,45094,67,28,21,9,7.185520362,22,19,24.62576375,8,4862,643,71,19408,50.9,14685
Georgia,Bibb,Georgia_Bibb,3059,24,4.9,5.5,14,23,39,6.5,35,59,28,1818,36,17632,219,92,308,4921,49,42,86461,23246,5050,37,94075,18074,199,767,662,8.5,20,82,61520,73,3059,112,165,16,14,1216,24190,20315,40,193,44,15794,273,79,11,2.6,2.4,0.21,11644,0.81,44467,90,53,25,133,18,105,201,34,381,30091,10473,80,152737,53.2,22415
Georgia,Bleckley,Georgia_Bleckley,226,22,4.9,5.6,9,22,38,6.2,33,73,3,106,18,1343,5,2,1,2619,41,44,7380,1671,292,28,87571,905,15,44,49,8.5,12,87,4697,76.4,226,71.92515924,115.0238291,15,12,45,1820,2402,125.2815804,16,40,1193,69,93,9.393120393,3.2,3,0.01,10403,0.67,51448,62,29,19,5,7.185520362,94.68310727,11,24.62576375,58,3093,470,71,12955,52.3,6739
Georgia,Brantley,Georgia_Brantley,415,26,5.6,6.2,10,27,38,7.4,38,19,4,72,44,2899,3,1,316.050034,4908,36,38,10440,1732,377,27,82580,1148,16,37,97,7.7,13,89,6561,73.9,415,16,115.0238291,18,12,22,3100,488,12,34,39,2571,16,85,9.393120393,3.1,3.3,0.01,10466,0.79,39256,71,35,24,8,7.185520362,18,17,24.62576375,14,5326,907,71,19202,50.6,18309
Georgia,Brooks,Georgia_Brooks,320,25,5.2,5.7,11,23,37,7.5,36,14,5,74,36,2317,3,1,5,5126,44,38,9263,2122,354,33,79528,1338,14,78,61,8.4,20,79,6182,73.8,320,13,115.0238291,17,14,67,2280,758,125.2815804,21,42,2064,33,93,25,2.6,2.5,0.04,12618,0.79,42973,99,42,22,11,7.185520362,12,13,24.62576375,49,4470,835,65,15357,51.8,11539
Georgia,Bryan,Georgia_Bryan,531,17,4,4.9,8,17,34,7.6,27,57,9,138,19,4479,26,13,43,3155,42,40,22418,8197,986,10,137343,2618,30,91,145,8.4,15,86,18147,75.6,531,11,115.0238291,12,10,53,4290,2916,18,52,36,3655,93,89,9.393120393,3.4,3.2,0.02,9070,0.73,81890,34,26,14,15,5,31,31,24.62576375,120,9561,1411,88,40755,50.8,15825
Georgia,Bulloch,Georgia_Bulloch,961,23,5,5.6,10,21,38,7,33,52,22,692,14,10565,43,31,82,5716,46,49,38610,12633,2419,23,96706,4427,51,133,220,8.4,21,80,34368,77.2,961,40,45,16,13,261,11710,5925,13,85,39,9540,108,80,4,3,2.9,0.12,10619,0.8,48629,61,30,23,55,5,39,49,24.62576375,122,15193,4225,81,80839,51,33903
Georgia,Burke,Georgia_Burke,465,26,5.2,5.8,12,24,38,7.3,36,37,18,151,34,2775,7,3,12,4805,42,33,11825,2358,647,32,99907,2178,18,140,120,9,14,84,9373,73,465,26,29,17,14,100,3200,1774,15,50,44,2409,35,92,9.393120393,2.6,2.7,0.01,15085,0.75,44870,100,26,21,16,12,14,26,24.62576375,59,5810,753,78,22648,52.4,17486
Georgia,Butts,Georgia_Butts,514,25,5.2,5.7,10,25,37,7.1,36,42,6,124,34,2762,6,4,18,3443,43,44,13853,2340,664,37,102720,2017,22,72,136,9.2,14,86,9133,73.9,514,11,115.0238291,17,13,126,3620,2022,15,44,41,2435,51,84,9.393120393,2.6,2.7,0.01,10971,0.74,52720,89,33,21,8,8,29,25,24.62576375,60,5950,819,78,25426,47,18437
Georgia,Calhoun,Georgia_Calhoun,115,33,5.9,5.8,11,28,43,7.3,42,55.14122635,1,41,37,636,1,2,1,4925,40,30,3539,827,113,36,76341,476,7,93,22,8.4,15,83,1694,77.2,115,71.92515924,115.0238291,20,18,31,960,422,125.2815804,97.09736158,45,547,64,88.27858293,9.393120393,2.4,2.5,0.32,14574,1.05,37984,82,21,25,3,7.185520362,94.68310727,87.70101277,24.62576375,0,1174,209,68,6231,39.4,6694
Georgia,Camden,Georgia_Camden,672,20,4.5,5.2,8,19,35,6.5,30,41,8,230,25,6350,14,18,73,4436,47,42,31738,8994,997,13,113204,3936,48,136,160,7.8,13,80,24990,78.1,672,29,28,14,12,96,7060,8995,23,50,38,5538,83,96,8,3.3,3.3,0.01,9858,0.73,67525,46,30,14,27,7.185520362,39,30,24.62576375,76,12227,2362,86,55388,48.8,15883
Georgia,Candler,Georgia_Candler,268,30,5.8,6,12,26,39,7.1,40,54,3,43,36,1883,2,1,10,5053,34,31,5624,933,250,32,82025,927,8,408.619451,49,8.3,19,85,4424,72.4,268,71.92515924,115.0238291,19,15,29,2020,43,125.2815804,31,40,1649,64,25,9.393120393,2.8,2.5,0.02,9430,0.73,42583,88,15,23,6,7.185520362,11,12,24.62576375,14,2329,467,69,10985,51.2,7365
Georgia,Carroll,Georgia_Carroll,1912,22,4.7,5.5,8,22,34,6.3,32,52,23,685,26,16536,60,37,195,4400,35,44,64032,17250,3466,22,106691,9068,131,356,516,9.2,15,80,52848,74.9,1912,70,80,15,12,271,15780,21519,83,166,41,14913,107,92,6,3.2,3.1,0.05,10079,0.79,64554,57,35,15,44,4,109,79,19,131,29043,4770,84,121633,51.4,46228
Georgia,Catoosa,Georgia_Catoosa,966,18,4.3,5.3,8,20,35,7.5,29,72,10,227,25,6996,32,15,83,3577,42,51,41467,10611,1417,14,106432,2857,48,172,248,9.2,10,86,31478,77.8,966,24,22,14,10,55,8250,6175,36,49,37,6143,71,87,9.393120393,3.1,2.7,0.04,11273,0.79,61906,47,33,18,25,7.185520362,70,47,24.62576375,189,18721,2387,86,67996,51.6,17969
Georgia,Charlton,Georgia_Charlton,258,30,5.7,5.9,8,27,39,7.2,39,70,2,67,39,1777,4,1,3,5308,38,39,7476,1278,182,31,81412,718,4,25,58,7.7,12,92,4308,75.4,258,71.92515924,115.0238291,19,15,58,2230,385,125.2815804,97.09736158,41,1597,67,93,9.393120393,2.8,2.6,0.04,10655,0.66,46061,69,34,21,4,7.185520362,15,14,24.62576375,35,2725,521,70,13430,41.1,6210
Georgia,Chatham,Georgia_Chatham,4032,19,4.2,5,10,18,33,7.4,29,87,44,2633,21,37624,264,200,502,3749,46,45,176913,57830,10713,25,114340,24514,330,1285,1129,8.5,18,77,138553,77.6,4032,169,197,13,12,1771,35500,28651,149,246,39,33882,191,88,6,2.7,2.6,0.16,11650,0.83,56357,65,49,20,241,14,239,302,35,421,61038,17094,88,289463,52,11944
Georgia,Chattahoochee,Georgia_Chattahoochee,80,22,4.7,5.1,7,20,37,3.6,33,53,3,145,41,826,8,79,316.050034,2490,32,26,4592,2290,124,15,89292,604,0,0,28,9.1,21,53,6230,78.1,80,71.92515924,115.0238291,15,14,12,1810,4433,125.2815804,97.09736158,39,708,19,78,9.393120393,3.1,3,0.04,11379,1.11,51811,74,38,19,10,7.185520362,13,11,24.62576375,20,619,363,80,10551,35.4,3326
Georgia,Chattooga,Georgia_Chattooga,572,27,5.6,6.1,8,27,38,5.5,37,46,11,100,56,3309,2,9,9,5651,36,43,12386,2281,820,27,71966,1436,24,34,137,9.1,16,86,8736,72.2,572,17,115.0238291,18,13,53,4100,5477,22,45,41,2939,44,90,15,3,3,0.08,10978,0.76,44399,67,55,22,9,7,24,23,13,85,6262,828,73,24843,49.1,14974
Georgia,Cherokee,Georgia_Cherokee,2415,15,3.7,4.7,7,15,33,8.4,24,84,16,675,10,31738,111,129,269,3465,42,51,158169,47418,6464,9,153308,10788,186,218,721,9.7,12,77,127732,80.2,2415,83,79,11,9,402,21960,15116,138,139,35,27622,68,87,6,3.2,3.3,0.06,10245,0.79,90675,29,49,17,116,2,195,131,24.62576375,172,69011,9846,93,265274,50.8,36659
Georgia,Clarke,Georgia_Clarke,1201,22,4.8,5.3,10,19,36,5.4,30,75,11,941,11,17173,99,69,383,3734,48,54,64462,26135,3753,23,95959,7648,134,502,312,8.9,25,73,59364,79.1,1201,45,63,15,14,448,20980,25477,49,80,38,15760,185,81,3,2.5,2.7,0.09,13545,0.87,46693,75,34,24,59,5,78,80,51,313,20388,11286,86,127795,52.6,6839
